DISABILITY,DISABILITY_CODE,COSTCENTER,JOBNUMBER,JOBDESCRIPTION,MONTHWORKED,YEARWORKED,HOURSWORKED,FTE
Mental Health,1,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,8,2011,1401.2,8.122898551
Mental Retardation,2,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,8,2011,271.2333333,1.57236715
Non Disabled,3,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,8,2011,246.6166667,1.429661836
Other,4,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,8,2011,2277.15,13.20086957
Blind,5,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,8,2011,118.1666667,0.685024155
Other,4,3300,233144,NYSFAIR 581 STATE FAIR BLVD RUBBISH SUPV,8,2011,138.8333333,0.804830918
Mental Health,1,3300,233160,ONONCOUN 4949 VELASKO RD,8,2011,102.5,0.594202899
Other,4,3300,233160,ONONCOUN 4949 VELASKO RD,8,2011,52.5,0.304347826
Other,4,3300,233170,SUNYOSWE 200 N ONDAGA CIRCL,8,2011,64,0.371014493
Mental Health,1,3300,233180,CENTRO 131 ALLIANCE BANK,8,2011,96,0.556521739
Mental Retardation,2,3300,233180,CENTRO 131 ALLIANCE BANK,8,2011,40,0.231884058
Other,4,3300,233180,CENTRO 131 ALLIANCE BANK,8,2011,383.5,2.223188406
Other,4,3300,233189,CENTRO 131 ALLIANCE BANK ACTIVITIES,8,2011,35,0.202898551
Mental Health,1,3300,233190,ONONCOUN 55 S STATE ST,8,2011,24,0.139130435
Mental Retardation,2,3300,233190,ONONCOUN 55 S STATE ST,8,2011,32,0.185507246
Non Disabled,3,3300,233190,ONONCOUN 55 S STATE ST,8,2011,65,0.376811594
Other,4,3300,233190,ONONCOUN 55 S STATE ST,8,2011,144,0.834782609
Non Disabled,3,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,8,2011,9,0.052173913
Mental Retardation,2,3300,234190,DIVMIL&NA 6900 THOMPSON RD,8,2011,11,0.063768116
Mental Retardation,2,3300,331070,HERKCCC 100 RESERVOIR RD,8,2011,7.5,0.043478261
Non Disabled,3,3300,331070,HERKCCC 100 RESERVOIR RD,8,2011,41,0.237681159
Other,4,3300,331070,HERKCCC 100 RESERVOIR RD,8,2011,7.5,0.043478261
Mental Health,1,3400,134111,ARMYRESV 95 BURRSTONE RD,8,2011,4.5,0.026086957
Other,4,3400,134111,ARMYRESV 95 BURRSTONE RD,8,2011,4.5,0.026086957
Mental Health,1,3400,134120,AFRLSTOC 5251 BURLESON RD,8,2011,38,0.220289855
Other,4,3400,134120,AFRLSTOC 5251 BURLESON RD,8,2011,30.25,0.175362319
Mental Health,1,3400,234100,DIVMIL&NA 1700 PARKWAY E,8,2011,28,0.162318841
Other,4,3400,234100,DIVMIL&NA 1700 PARKWAY E,8,2011,18.5,0.107246377
Mental Health,1,3400,234110,CNYDDSO VARIOUS SITES,8,2011,114.5,0.663768116
Other,4,3400,234110,CNYDDSO VARIOUS SITES,8,2011,75.5,0.437681159
Other,4,3400,234119,CNYDDSO VARIOUS SITES ACTIVITIES,8,2011,11,0.063768116
Mental Health,1,3400,234130,ONEICOUN 321 MAIN ST,8,2011,16,0.092753623
Other,4,3400,234130,ONEICOUN 321 MAIN ST,8,2011,14.25,0.082608696
Mental Health,1,3400,234160,ONEICOUN 301 W DOMINICK ST,8,2011,5.75,0.033333333
Other,4,3400,234160,ONEICOUN 301 W DOMINICK ST,8,2011,4.25,0.024637681
Mental Health,1,3400,234170,ONEICOUN 800 PARK AVE,8,2011,10,0.057971014
Other,4,3400,234170,ONEICOUN 800 PARK AVE,8,2011,6,0.034782609
Mental Health,1,3400,234180,ONEICOUN 1101 FLOYD AVE,8,2011,2.5,0.014492754
Other,4,3400,234180,ONEICOUN 1101 FLOYD AVE,8,2011,1.75,0.010144928
Mental Health,1,3400,234200,ONEICOUN 200 ELIZABETH ST,8,2011,8.5,0.049275362
Other,4,3400,234200,ONEICOUN 200 ELIZABETH ST,8,2011,5.5,0.031884058
Mental Health,1,3400,234210,CNYDDSO 205 PEXTON ST,8,2011,12,0.069565217
Other,4,3400,234210,CNYDDSO 205 PEXTON ST,8,2011,9.5,0.055072464
Other,4,3400,234219,CNYDDSO 205 PEXTON ST ACTIVITIES,8,2011,1.25,0.007246377
Mental Health,1,3400,234220,CNYDDSO 4647 VERONA ST,8,2011,10.5,0.060869565
Other,4,3400,234220,CNYDDSO 4647 VERONA ST,8,2011,8,0.046376812
Mental Health,1,3400,234230,CNYDDSO 5121 STATE RT 5,8,2011,4,0.023188406
Other,4,3400,234230,CNYDDSO 5121 STATE RT 5,8,2011,3,0.017391304
Other,4,3400,234239,CNYDDSO 5121 STATE RT 5 ACTIVITIES,8,2011,0.5,0.002898551
Mental Health,1,3400,234240,CNYDDSO 5635 STATE RT 31,8,2011,7,0.04057971
Other,4,3400,234240,CNYDDSO 5635 STATE RT 31,8,2011,5,0.028985507
Other,4,3400,234249,CNYDDSO 5635 STATE RT 31 ACTIVITIES,8,2011,1,0.005797101
Mental Health,1,3400,234250,DIVMIL&NA BLACK RIVER BLVD,8,2011,3.25,0.01884058
Other,4,3400,234250,DIVMIL&NA BLACK RIVER BLVD,8,2011,3.25,0.01884058
Mental Health,1,3400,334120,DRVGROUND VARIOUS SITES,8,2011,14,0.08115942
Other,4,3400,334120,DRVGROUND VARIOUS SITES,8,2011,8.5,0.049275362
Other,4,3400,334129,DRVGROUND VARIOUS SITES ACTIVITIES,8,2011,1.25,0.007246377
Mental Health,1,3400,334140,NATLGRID 5835 SUCCESS DR,8,2011,4.5,0.026086957
Other,4,3400,334140,NATLGRID 5835 SUCCESS DR,8,2011,2,0.011594203
Mental Health,1,3400,334150,NATLGRID 441 WOODROW AVE,8,2011,2,0.011594203
Other,4,3400,334150,NATLGRID 441 WOODROW AVE,8,2011,1,0.005797101
Mental Health,1,3400,334160,NATLGRID 508 UTICA ST,8,2011,3,0.017391304
Other,4,3400,334160,NATLGRID 508 UTICA ST,8,2011,1.5,0.008695652
Mental Health,1,3400,334170,NATLGRID 221 OLD CAMPION RD,8,2011,11.5,0.066666667
Other,4,3400,334170,NATLGRID 221 OLD CAMPION RD,8,2011,9.25,0.053623188
Mental Health,1,3400,334180,NATLGRID 3 EAST ST,8,2011,3,0.017391304
Other,4,3400,334180,NATLGRID 3 EAST ST,8,2011,1.5,0.008695652
Mental Health,1,3400,334190,NATLGRID 6559 NYSRTE 167,8,2011,1.5,0.008695652
Mental Health,1,3400,334220,AUSTMOHA 2175 BEECHGROVE,8,2011,9,0.052173913
Other,4,3400,334220,AUSTMOHA 2175 BEECHGROVE,8,2011,5.75,0.033333333
Mental Health,1,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,8,2011,12,0.069565217
Other,4,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,8,2011,8.5,0.049275362
Mental Health,1,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,8,2011,39,0.226086957
Other,4,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,8,2011,33.5,0.194202899
Mental Health,1,3400,334250,HUMANTECH 2260 DWYER AVE,8,2011,47.5,0.275362319
Other,4,3400,334250,HUMANTECH 2260 DWYER AVE,8,2011,37,0.214492754
Other,4,3400,334259,HUMANTECH 2260 DWYER AVE ACTIVITIES,8,2011,2.5,0.014492754
