DISABILITY,DISABILITY_CODE,COSTCENTER,JOBNUMBER,JOBDESCRIPTION,MONTHWORKED,YEARWORKED,HOURSWORKED,FTE
Mental Health,1,3200,232676,O'Shea S&W Labs Rate,9,2011,8,0.048484848
Mental Health,1,3200,232679,O'Shea - Activities,9,2011,12,0.072727273
Mental Health,1,3200,232721,ONEICOUN 302 N JAMES ST,9,2011,34,0.206060606
Non Disabled,3,3200,232721,ONEICOUN 302 N JAMES ST,9,2011,34,0.206060606
Other,4,3200,232721,ONEICOUN 302 N JAMES ST,9,2011,22.5,0.136363636
Mental Health,1,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,9,2011,1.5,0.009090909
Non Disabled,3,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,9,2011,1.5,0.009090909
Other,4,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,9,2011,1.5,0.009090909
Mental Health,1,3200,232871,Walsh Janitor F/T,9,2011,168,1.018181818
Other,4,3200,232871,Walsh Janitor F/T,9,2011,78,0.472727273
Mental Health,1,3200,232872,Walsh Janitor P/T,9,2011,75,0.454545455
Other,4,3200,232872,Walsh Janitor P/T,9,2011,90,0.545454545
Mental Health,1,3200,232876,Walsh S&W Labs Rate,9,2011,70.5,0.427272727
Mental Health,1,3200,232879,Walsh - Activities,9,2011,52.5,0.318181818
Other,4,3200,232879,Walsh - Activities,9,2011,74,0.448484848
Mental Health,1,3200,232932,Wilson Janitor P/T,9,2011,69.5,0.421212121
Mental Health,1,3200,232936,Wilson S&W Labs Rate,9,2011,6,0.036363636
Mental Health,1,3200,232939,Wilson - Activities,9,2011,13.5,0.081818182
Mental Health,1,3200,332040,Griffiss Utility Services Corp,9,2011,10,0.060606061
Other,4,3200,332040,Griffiss Utility Services Corp,9,2011,1,0.006060606
Mental Health,1,3200,332049,Griffiss Utility - Activities,9,2011,2,0.012121212
Other,4,3200,332070,NYSHOME 5900 AIRPORT RD,9,2011,168,1.018181818
Other,4,3200,332079,NYSHOME 5900 AIRPORT RD ACTIVITIES,9,2011,8,0.048484848
Mental Retardation,2,3200,332080,Oneida Herk Solid Waste,9,2011,18,0.109090909
Mental Retardation,2,3200,332090,CDROTB 526 ERIE BLVD W,9,2011,13.5,0.081818182
Other,4,3200,332090,CDROTB 526 ERIE BLVD W,9,2011,20,0.121212121
Other,4,3200,332099,CDROTB 526 ERIE BLVD W ACTIVITIES,9,2011,2,0.012121212
Other,4,3200,332130,CITYROME 301 N JAMES ST,9,2011,63,0.381818182
Other,4,3200,332139,CITYROME 301 N JAMES ST ACTIVITIES,9,2011,3,0.018181818
Other,4,3200,332520,MHC Rome,9,2011,18,0.109090909
Mental Health,1,3200,332529,MHCR - Activities,9,2011,0.25,0.001515152
Non Disabled,3,3200,332529,MHCR - Activities,9,2011,0.25,0.001515152
Other,4,3200,332529,MHCR - Activities,9,2011,0.25,0.001515152
Other,4,3300,231541,MVPCMCPI 1213 COURT ST,9,2011,17.5,0.106060606
Mental Health,1,3300,233130,CENTRO 200 CORTLAND AVE,9,2011,86,0.521212121
Other,4,3300,233130,CENTRO 200 CORTLAND AVE,9,2011,297.5,1.803030303
Mental Health,1,3300,233139,CENTRO 200 CORTLAND AVE ACTIVITIES,9,2011,3,0.018181818
Other,4,3300,233139,CENTRO 200 CORTLAND AVE ACTIVITIES,9,2011,26.5,0.160606061
Mental Health,1,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,9,2011,1005.533333,6.094141414
Mental Retardation,2,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,9,2011,194.2,1.176969697
Non Disabled,3,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,9,2011,466.6333333,2.828080808
Other,4,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,9,2011,2986.416667,18.09949495
Blind,5,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,9,2011,87.35,0.529393939
Mental Health,1,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,9,2011,803.6833333,4.870808081
Mental Retardation,2,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,9,2011,136.8333333,0.829292929
Non Disabled,3,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,9,2011,343.6166667,2.082525253
Other,4,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,9,2011,1571.666667,9.525252525
Blind,5,3300,233142,NYSFAIR 581 STATE FAIR BLVD REST ROOMS,9,2011,78.66666667,0.476767677
Other,4,3300,233144,NYSFAIR 581 STATE FAIR BLVD RUBBISH SUPV,9,2011,143.4,0.869090909
Mental Health,1,3300,233149,NYSFAIR 581 STATE FAIR BLVD ACTIVITIES,9,2011,178.5,1.081818182
Mental Retardation,2,3300,233149,NYSFAIR 581 STATE FAIR BLVD ACTIVITIES,9,2011,27.4,0.166060606
Non Disabled,3,3300,233149,NYSFAIR 581 STATE FAIR BLVD ACTIVITIES,9,2011,58.96666667,0.357373737
Other,4,3300,233149,NYSFAIR 581 STATE FAIR BLVD ACTIVITIES,9,2011,459.65,2.785757576
Blind,5,3300,233149,NYSFAIR 581 STATE FAIR BLVD ACTIVITIES,9,2011,19.51666667,0.118282828
Mental Health,1,3300,233160,ONONCOUN 4949 VELASKO RD,9,2011,54,0.327272727
Other,4,3300,233160,ONONCOUN 4949 VELASKO RD,9,2011,95,0.575757576
Other,4,3300,233169,ONONCOUN 4949 VELASKO RD ACTIVITIES,9,2011,5,0.03030303
Mental Health,1,3300,233180,CENTRO 131 ALLIANCE BANK,9,2011,72,0.436363636
Mental Retardation,2,3300,233180,CENTRO 131 ALLIANCE BANK,9,2011,27,0.163636364
Other,4,3300,233180,CENTRO 131 ALLIANCE BANK,9,2011,400.5,2.427272727
Mental Retardation,2,3300,233189,CENTRO 131 ALLIANCE BANK ACTIVITIES,9,2011,4,0.024242424
Other,4,3300,233189,CENTRO 131 ALLIANCE BANK ACTIVITIES,9,2011,27,0.163636364
Mental Health,1,3300,233190,ONONCOUN 55 S STATE ST,9,2011,21,0.127272727
Mental Retardation,2,3300,233190,ONONCOUN 55 S STATE ST,9,2011,90,0.545454545
Non Disabled,3,3300,233190,ONONCOUN 55 S STATE ST,9,2011,60,0.363636364
Other,4,3300,233190,ONONCOUN 55 S STATE ST,9,2011,75,0.454545455
Mental Health,1,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,9,2011,3,0.018181818
Mental Retardation,2,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,9,2011,3,0.018181818
Non Disabled,3,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,9,2011,9,0.054545455
Other,4,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,9,2011,6,0.036363636
Mental Retardation,2,3300,234190,DIVMIL&NA 6900 THOMPSON RD,9,2011,3,0.018181818
Other,4,3300,234190,DIVMIL&NA 6900 THOMPSON RD,9,2011,5,0.03030303
Non Disabled,3,3300,331180,M & T Bank,9,2011,11.5,0.06969697
Other,4,3300,331350,Our Savior Lutheran Church,9,2011,5,0.03030303
Mental Health,1,3400,134111,ARMYRESV 95 BURRSTONE RD,9,2011,5.5,0.033333333
Other,4,3400,134111,ARMYRESV 95 BURRSTONE RD,9,2011,4.25,0.025757576
Mental Health,1,3400,134119,ARMYRESV 95 BURRSTONE RD ACTIVITIES,9,2011,3,0.018181818
Other,4,3400,134119,ARMYRESV 95 BURRSTONE RD ACTIVITIES,9,2011,4.25,0.025757576
Mental Health,1,3400,134120,AFRLSTOC 5251 BURLESON RD,9,2011,19.5,0.118181818
Other,4,3400,134120,AFRLSTOC 5251 BURLESON RD,9,2011,19.5,0.118181818
Mental Health,1,3400,234100,DIVMIL&NA 1700 PARKWAY E,9,2011,34.25,0.207575758
Other,4,3400,234100,DIVMIL&NA 1700 PARKWAY E,9,2011,29.75,0.18030303
Mental Health,1,3400,234110,CNYDDSO VARIOUS SITES,9,2011,77.75,0.471212121
Other,4,3400,234110,CNYDDSO VARIOUS SITES,9,2011,74,0.448484848
Mental Health,1,3400,234130,ONEICOUN 321 MAIN ST,9,2011,12.5,0.075757576
Other,4,3400,234130,ONEICOUN 321 MAIN ST,9,2011,11.75,0.071212121
Mental Health,1,3400,234160,ONEICOUN 301 W DOMINICK ST,9,2011,1.75,0.010606061
Other,4,3400,234160,ONEICOUN 301 W DOMINICK ST,9,2011,1.75,0.010606061
Mental Health,1,3400,234170,ONEICOUN 800 PARK AVE,9,2011,12,0.072727273
Other,4,3400,234170,ONEICOUN 800 PARK AVE,9,2011,10.5,0.063636364
Mental Health,1,3400,234180,ONEICOUN 1101 FLOYD AVE,9,2011,3.5,0.021212121
Other,4,3400,234180,ONEICOUN 1101 FLOYD AVE,9,2011,3.5,0.021212121
Mental Health,1,3400,234189,ONEICOUN 1101 FLOYD AVE ACTIVITIES,9,2011,2,0.012121212
Other,4,3400,234189,ONEICOUN 1101 FLOYD AVE ACTIVITIES,9,2011,2,0.012121212
Mental Health,1,3400,234190,DIVMIL&NA 6900 THOMPSON RD,9,2011,0.75,0.004545455
Mental Health,1,3400,234200,ONEICOUN 200 ELIZABETH ST,9,2011,10.5,0.063636364
Other,4,3400,234200,ONEICOUN 200 ELIZABETH ST,9,2011,8.75,0.053030303
Mental Health,1,3400,234210,CNYDDSO 205 PEXTON ST,9,2011,15.5,0.093939394
Other,4,3400,234210,CNYDDSO 205 PEXTON ST,9,2011,15.5,0.093939394
Mental Health,1,3400,234220,CNYDDSO 4647 VERONA ST,9,2011,8.5,0.051515152
Other,4,3400,234220,CNYDDSO 4647 VERONA ST,9,2011,8.5,0.051515152
Mental Health,1,3400,234230,CNYDDSO 5121 STATE RT 5,9,2011,4,0.024242424
Other,4,3400,234230,CNYDDSO 5121 STATE RT 5,9,2011,4,0.024242424
Mental Health,1,3400,234240,CNYDDSO 5635 STATE RT 31,9,2011,8,0.048484848
Other,4,3400,234240,CNYDDSO 5635 STATE RT 31,9,2011,8,0.048484848
Mental Health,1,3400,234250,DIVMIL&NA BLACK RIVER BLVD,9,2011,5.5,0.033333333
Other,4,3400,234250,DIVMIL&NA BLACK RIVER BLVD,9,2011,4,0.024242424
Mental Health,1,3400,334120,DRVGROUND VARIOUS SITES,9,2011,13.25,0.08030303
Other,4,3400,334120,DRVGROUND VARIOUS SITES,9,2011,10.75,0.065151515
Mental Health,1,3400,334129,DRVGROUND VARIOUS SITES ACTIVITIES,9,2011,1.5,0.009090909
Other,4,3400,334129,DRVGROUND VARIOUS SITES ACTIVITIES,9,2011,1.5,0.009090909
Mental Health,1,3400,334140,NATLGRID 5835 SUCCESS DR,9,2011,0.75,0.004545455
Other,4,3400,334140,NATLGRID 5835 SUCCESS DR,9,2011,0.75,0.004545455
Mental Health,1,3400,334149,NATLGRID 5835 SUCCESS DR ACTIVITIES,9,2011,2,0.012121212
Other,4,3400,334149,NATLGRID 5835 SUCCESS DR ACTIVITIES,9,2011,2,0.012121212
Mental Health,1,3400,334150,NATLGRID 441 WOODROW AVE,9,2011,1,0.006060606
Other,4,3400,334150,NATLGRID 441 WOODROW AVE,9,2011,1,0.006060606
Mental Health,1,3400,334160,NATLGRID 508 UTICA ST,9,2011,2.5,0.015151515
Other,4,3400,334160,NATLGRID 508 UTICA ST,9,2011,2.5,0.015151515
Mental Health,1,3400,334170,NATLGRID 221 OLD CAMPION RD,9,2011,16.5,0.1
Other,4,3400,334170,NATLGRID 221 OLD CAMPION RD,9,2011,13,0.078787879
Mental Health,1,3400,334180,NATLGRID 3 EAST ST,9,2011,3.25,0.01969697
Other,4,3400,334180,NATLGRID 3 EAST ST,9,2011,3.75,0.022727273
Mental Health,1,3400,334190,NATLGRID 6559 NYSRTE 167,9,2011,2.25,0.013636364
Other,4,3400,334190,NATLGRID 6559 NYSRTE 167,9,2011,1.5,0.009090909
Mental Health,1,3400,334200,NATLGRID DITCH 5835 SUCCESS DR SIDE,9,2011,2.5,0.015151515
Other,4,3400,334200,NATLGRID DITCH 5835 SUCCESS DR SIDE,9,2011,1.25,0.007575758
Mental Health,1,3400,334220,AUSTMOHA 2175 BEECHGROVE,9,2011,4,0.024242424
Other,4,3400,334220,AUSTMOHA 2175 BEECHGROVE,9,2011,3.25,0.01969697
Mental Health,1,3400,334229,AUSTMOHA 2175 BEECHGROVE ACTIVITIES,9,2011,2,0.012121212
Other,4,3400,334229,AUSTMOHA 2175 BEECHGROVE ACTIVITIES,9,2011,1,0.006060606
Mental Health,1,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,9,2011,6,0.036363636
Other,4,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,9,2011,6.5,0.039393939
Other,4,3400,334239,GRANKITC 178 INDUSTRIAL PARK DR ACTIVITIES,9,2011,4,0.024242424
Mental Health,1,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,9,2011,24,0.145454545
Other,4,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,9,2011,19.5,0.118181818
Other,4,3400,334249,NORTSAFE 232 INDUSTRIAL PARK DR ACTIVITIES,9,2011,0.5,0.003030303
Mental Health,1,3400,334250,HUMANTECH 2260 DWYER AVE,9,2011,56,0.339393939
Other,4,3400,334250,HUMANTECH 2260 DWYER AVE,9,2011,38.75,0.234848485
Mental Health,1,3400,334259,HUMANTECH 2260 DWYER AVE ACTIVITIES,9,2011,4.5,0.027272727
Other,4,3400,334259,HUMANTECH 2260 DWYER AVE ACTIVITIES,9,2011,30.25,0.183333333
