DISABILITY,DISABILITY_CODE,COSTCENTER,JOBNUMBER,JOBDESCRIPTION,MONTHWORKED,YEARWORKED,HOURSWORKED,FTE
Other,4,3200,232872,CNYDDSO 801 CYPRESS ST P/T,10,2011,45,0.272727273
Mental Health,1,3200,232872,Walsh Janitor P/T,10,2011,40,0.242424242
Other,4,3200,232872,Walsh Janitor P/T,10,2011,45,0.272727273
Mental Health,1,3200,232876,Walsh S&W Labs Rate,10,2011,4,0.024242424
Other,4,3200,232879,CNYDDSO 801 CYPRESS ST ACTIVIITES,10,2011,21,0.127272727
Mental Health,1,3200,232879,Walsh - Activities,10,2011,18,0.109090909
Other,4,3200,232879,Walsh - Activities,10,2011,20,0.121212121
Mental Health,1,3200,232932,Wilson Janitor P/T,10,2011,66,0.4
Other,4,3200,232932,Wilson Janitor P/T,10,2011,10,0.060606061
Mental Health,1,3200,232936,Wilson S&W Labs Rate,10,2011,8,0.048484848
Mental Health,1,3200,232939,Wilson - Activities,10,2011,18,0.109090909
Mental Health,1,3200,332040,GRIFFIS ELLSWORTH,10,2011,7,0.042424242
Mental Health,1,3200,332040,Griffiss Utility Services Corp,10,2011,6,0.036363636
Mental Health,1,3200,332049,Griffiss Utility - Activities,10,2011,1,0.006060606
Other,4,3200,332070,NYSHOME 5900 AIRPORT RD,10,2011,157,0.951515152
Other,4,3200,332079,NYSHOME 5900 AIRPORT RD ACTIVITIES,10,2011,24,0.145454545
Mental Retardation,2,3200,332080,Oneida Herk Solid Waste,10,2011,16,0.096969697
Mental Health,1,3200,332090,CDROTB 526 ERIE BLVD W,10,2011,2,0.012121212
Mental Retardation,2,3200,332090,CDROTB 526 ERIE BLVD W,10,2011,16.5,0.1
Other,4,3200,332090,CDROTB 526 ERIE BLVD W,10,2011,18,0.109090909
Other,4,3200,332099,CDROTB 526 ERIE BLVD W ACTIVITIES,10,2011,3,0.018181818
Other,4,3200,332130,CITYROME 301 N JAMES ST,10,2011,60,0.363636364
Other,4,3200,332139,CITYROME 301 N JAMES ST ACTIVITIES,10,2011,3,0.018181818
Other,4,3200,332520,HTC 252 W DOMINICK ST,10,2011,8,0.048484848
Other,4,3200,332520,MHC Rome,10,2011,8,0.048484848
Mental Health,1,3300,132121,AFRLRIKO 525 BROOKS RD,10,2011,30,0.181818182
Mental Health,1,3300,233130,CENTRO 200 CORTLAND AVE,10,2011,66.5,0.403030303
Other,4,3300,233130,CENTRO 200 CORTLAND AVE,10,2011,306.5,1.857575758
Mental Health,1,3300,233139,CENTRO 200 CORTLAND AVE ACTIVITIES,10,2011,11.88333333,0.072020202
Other,4,3300,233139,CENTRO 200 CORTLAND AVE ACTIVITIES,10,2011,23,0.139393939
Mental Health,1,3300,233160,ONONCOUN 4949 VELASKO RD,10,2011,150,0.909090909
Other,4,3300,233160,ONONCOUN 4949 VELASKO RD,10,2011,14,0.084848485
Mental Health,1,3300,233169,ONONCOUN 4949 VELASKO RD ACTIVITIES,10,2011,5,0.03030303
Mental Health,1,3300,233180,CENTRO 131 ALLIANCE BANK,10,2011,72,0.436363636
Mental Retardation,2,3300,233180,CENTRO 131 ALLIANCE BANK,10,2011,56,0.339393939
Other,4,3300,233180,CENTRO 131 ALLIANCE BANK,10,2011,366.25,2.21969697
Mental Health,1,3300,233189,CENTRO 131 ALLIANCE BANK ACTIVITIES,10,2011,8,0.048484848
Other,4,3300,233189,CENTRO 131 ALLIANCE BANK ACTIVITIES,10,2011,30.5,0.184848485
Mental Health,1,3300,233190,ONONCOUN 55 S STATE ST,10,2011,33,0.2
Mental Retardation,2,3300,233190,ONONCOUN 55 S STATE ST,10,2011,72,0.436363636
Non Disabled,3,3300,233190,ONONCOUN 55 S STATE ST,10,2011,60,0.363636364
Other,4,3300,233190,ONONCOUN 55 S STATE ST,10,2011,78,0.472727273
Mental Health,1,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,10,2011,3,0.018181818
Mental Retardation,2,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,10,2011,3,0.018181818
Non Disabled,3,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,10,2011,6,0.036363636
Other,4,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,10,2011,3,0.018181818
Other,4,3400,130130,NAVFAC 251 RUDYCHASE DR,10,2011,4.25,0.025757576
Mental Health,1,3400,134111,ARMYRESV 95 BURRSTONE RD,10,2011,4,0.024242424
Other,4,3400,134111,ARMYRESV 95 BURRSTONE RD,10,2011,2,0.012121212
Mental Health,1,3400,134120,AFRLSTOC 5251 BURLESON RD,10,2011,18,0.109090909
Other,4,3400,134120,AFRLSTOC 5251 BURLESON RD,10,2011,9,0.054545455
Other,4,3400,231111,CNYDDSO VARIOUS SITES,10,2011,48.25,0.292424242
Other,4,3400,231841,ONEICOUN 321 MAIN ST,10,2011,14,0.084848485
Mental Health,1,3400,234100,DIVMIL&NA 1700 PARKWAY E,10,2011,32,0.193939394
Other,4,3400,234100,DIVMIL&NA 1700 PARKWAY E,10,2011,15.75,0.095454545
Mental Health,1,3400,234110,CNYDDSO VARIOUS SITES,10,2011,85.75,0.51969697
Other,4,3400,234110,CNYDDSO VARIOUS SITES,10,2011,47.5,0.287878788
Mental Health,1,3400,234130,ONEICOUN 321 MAIN ST,10,2011,10,0.060606061
Other,4,3400,234130,ONEICOUN 321 MAIN ST,10,2011,5,0.03030303
Mental Health,1,3400,234139,ONEICOUN 321 MAIN ST ACTIVITIES,10,2011,3,0.018181818
Mental Health,1,3400,234160,ONEICOUN 301 W DOMINICK ST,10,2011,4.5,0.027272727
Other,4,3400,234160,ONEICOUN 301 W DOMINICK ST,10,2011,2.25,0.013636364
Mental Health,1,3400,234170,ONEICOUN 800 PARK AVE,10,2011,3,0.018181818
Other,4,3400,234170,ONEICOUN 800 PARK AVE,10,2011,1.5,0.009090909
Mental Health,1,3400,234180,ONEICOUN 1101 FLOYD AVE,10,2011,1.75,0.010606061
Other,4,3400,234180,ONEICOUN 1101 FLOYD AVE,10,2011,1.25,0.007575758
Mental Health,1,3400,234190,DIVMIL&NA 6900 THOMPSON RD,10,2011,0.75,0.004545455
Mental Health,1,3400,234200,ONEICOUN 200 ELIZABETH ST,10,2011,2.5,0.015151515
Other,4,3400,234200,ONEICOUN 200 ELIZABETH ST,10,2011,1.25,0.007575758
Mental Health,1,3400,234210,CNYDDSO 205 PEXTON ST,10,2011,10,0.060606061
Other,4,3400,234210,CNYDDSO 205 PEXTON ST,10,2011,5.75,0.034848485
Mental Health,1,3400,234220,CNYDDSO 4647 VERONA ST,10,2011,6.25,0.037878788
Other,4,3400,234220,CNYDDSO 4647 VERONA ST,10,2011,3.5,0.021212121
Mental Health,1,3400,234230,CNYDDSO 5121 STATE RT 5,10,2011,3.5,0.021212121
Other,4,3400,234230,CNYDDSO 5121 STATE RT 5,10,2011,2,0.012121212
Mental Health,1,3400,234240,CNYDDSO 5635 STATE RT 31,10,2011,5.5,0.033333333
Other,4,3400,234240,CNYDDSO 5635 STATE RT 31,10,2011,3.25,0.01969697
Mental Health,1,3400,234250,DIVMIL&NA BLACK RIVER BLVD,10,2011,3.5,0.021212121
Other,4,3400,234250,DIVMIL&NA BLACK RIVER BLVD,10,2011,1.75,0.010606061
Other,4,3400,330010,MAINPLUS 2260 DWYER AVE,10,2011,50,0.303030303
Other,4,3400,330019,MAINPLUS 2260 DWYER AVE ACTIVITIES,10,2011,6,0.036363636
Mental Health,1,3400,334120,DRVGROUND VARIOUS SITES,10,2011,7.5,0.045454545
Other,4,3400,334120,DRVGROUND VARIOUS SITES,10,2011,3.75,0.022727273
Mental Health,1,3400,334129,DRVGROUND VARIOUS SITES ACTIVITIES,10,2011,0.75,0.004545455
Mental Health,1,3400,334140,NATLGRID 5835 SUCCESS DR,10,2011,2,0.012121212
Other,4,3400,334140,NATLGRID 5835 SUCCESS DR,10,2011,0.5,0.003030303
Mental Health,1,3400,334150,NATLGRID 441 WOODROW AVE,10,2011,3.5,0.021212121
Other,4,3400,334150,NATLGRID 441 WOODROW AVE,10,2011,1.75,0.010606061
Mental Health,1,3400,334159,NATLGRID 441 WOODROW AVE ACTIVITIES,10,2011,1.25,0.007575758
Mental Health,1,3400,334160,NATLGRID 508 UTICA ST,10,2011,3.5,0.021212121
Other,4,3400,334160,NATLGRID 508 UTICA ST,10,2011,1.75,0.010606061
Mental Health,1,3400,334170,NATLGRID 221 OLD CAMPION RD,10,2011,11,0.066666667
Other,4,3400,334170,NATLGRID 221 OLD CAMPION RD,10,2011,5.5,0.033333333
Mental Health,1,3400,334180,NATLGRID 3 EAST ST,10,2011,4.5,0.027272727
Other,4,3400,334180,NATLGRID 3 EAST ST,10,2011,2.75,0.016666667
Mental Health,1,3400,334190,NATLGRID 6559 NYSRTE 167,10,2011,2,0.012121212
Other,4,3400,334190,NATLGRID 6559 NYSRTE 167,10,2011,1,0.006060606
Mental Health,1,3400,334220,AUSTMOHA 2175 BEECHGROVE,10,2011,3,0.018181818
Other,4,3400,334220,AUSTMOHA 2175 BEECHGROVE,10,2011,1.5,0.009090909
Mental Health,1,3400,334229,AUSTMOHA 2175 BEECHGROVE ACTIVITIES,10,2011,1,0.006060606
Mental Health,1,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,10,2011,4.25,0.025757576
Other,4,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,10,2011,2.75,0.016666667
Mental Health,1,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,10,2011,23,0.139393939
Other,4,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,10,2011,9.5,0.057575758
Mental Health,1,3400,334250,HUMANTECH 2260 DWYER AVE,10,2011,45.75,0.277272727
Other,4,3400,334250,HUMANTECH 2260 DWYER AVE,10,2011,23,0.139393939
Mental Health,1,3400,334259,HUMANTECH 2260 DWYER AVE ACTIVITIES,10,2011,2,0.012121212
