ReturnNo,OrderNo,ReturnDate,ReturnClosed,OrderDate,ReturnCode,ProductName,PartNumber,Amount, UnitPrice ,ReturnedTotal
9313,48771,2013-02-07,2013-02-20,2013-01-22,30A,Men's Cotton Short Sleeve Field Shirt,FS212,1, 31.25 ,31.25
9315,47450,2013-02-07,2013-02-22,2013-01-03,30A,Stocking Cap,FS356,1, 13.94 ,13.94
9315,47450,2013-02-07,2013-02-22,2013-01-03,30A,Unisex Parka & Hood,FS1000,1, 166.96 ,166.96
9315,47450,2013-02-07,2013-02-22,2013-01-03,30A,Unisex Cotton Coveralls,FS500,2, 42.96 ,85.92
9315,47450,2013-02-07,2013-02-22,2013-01-03,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
9315,47450,2013-02-07,2013-02-22,2013-01-03,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
9315,47450,2013-02-07,2013-02-22,2013-01-03,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,2, 48.95 ,97.90
9315,47450,2013-02-07,2013-02-22,2013-01-03,30A,Men's Cargo Shorts,FS314,2, 44.42 ,88.84
9318,48620,2013-02-07,2013-02-14,2013-01-17,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
9319,49432,2013-02-07,2013-02-11,2013-01-30,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9319,49432,2013-02-07,2013-02-11,2013-01-30,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
9320,47868,2013-02-07,2013-02-20,2013-01-09,30A,Men's Cotton Short Sleeve Field Shirt,FS212,1, 31.25 ,31.25
9320,47868,2013-02-07,2013-02-20,2013-01-09,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,2, 35.80 ,71.60
9320,47868,2013-02-07,2013-02-20,2013-01-09,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
9321,48852,2013-02-07,2013-02-22,2013-01-22,30A,Law Enforcement Jacket Unisex,FS850,1, 359.28 ,359.28
9322,49214,2013-02-07,2013-02-14,2013-01-28,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
9323,47845,2013-02-07,2013-02-11,2013-01-09,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
9324,49010,2013-02-07,2013-02-15,2013-01-24,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,3, 39.56 ,118.68
9324,49010,2013-02-07,2013-02-15,2013-01-24,30A,SS Patrol Polo Shirts-White,FS685,2, 35.91 ,71.82
9324,49010,2013-02-07,2013-02-15,2013-01-24,30A,LS Patrol Polo Shirts-White,FS686,2, 39.51 ,79.02
9324,49010,2013-02-07,2013-02-15,2013-01-24,30A,Unisex Windbreaker,FS1349,1, 58.59 ,58.59
9324,49010,2013-02-07,2013-02-15,2013-01-24,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,2, 28.54 ,57.08
9324,49010,2013-02-07,2013-02-15,2013-01-24,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,2, 29.64 ,59.28
9324,49010,2013-02-07,2013-02-15,2013-01-24,30A,"Field Belt, Narrow Basketweave",FS721,1, 17.76 ,17.76
9325,47235,2013-02-07,2013-02-15,2012-12-31,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
9326,49521,2013-02-07,2013-02-11,2013-01-31,30A,Women's Fleece Top,FS365,1, 68.31 ,68.31
9326,49521,2013-02-07,2013-02-11,2013-01-31,30A,Maternity Shirt Short Sleeve,FS411,1, 31.90 ,31.90
9326,49521,2013-02-07,2013-02-11,2013-01-31,30A,Maternity Slacks,FS432,2, 49.72 ,99.44
9327,48683,2013-02-07,2013-02-19,2013-01-18,30A,Women's Fleece Lined Vest,FS363,1, 77.05 ,77.05
9327,48683,2013-02-07,2013-02-19,2013-01-18,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,2, 29.64 ,59.28
9327,48683,2013-02-07,2013-02-19,2013-01-18,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,2, 28.54 ,57.08
9327,48683,2013-02-07,2013-02-19,2013-01-18,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
9327,48683,2013-02-07,2013-02-19,2013-01-18,30A,Women's 3-Season Jacket,FS373,1, 88.31 ,88.31
9328,49012,2013-02-07,2013-02-14,2013-01-24,32A,Small Dress Belt Buckle,FS012,1, 30.77 ,30.77
9328,49012,2013-02-07,2013-02-14,2013-01-24,32A,Dress Belt Narrow,FS701,1, 17.78 ,17.78
9329,48908,2013-02-07,2013-02-20,2013-01-23,30A,Unisex Wool Cruiser Coat,FS320,1, 161.98 ,161.98
9330,48127,2013-02-07,2013-02-19,2013-01-11,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9330,48127,2013-02-07,2013-02-19,2013-01-11,30A,Women's LS Polo Shirt-Khaki,FS673,1, 39.51 ,39.51
9330,48127,2013-02-07,2013-02-19,2013-01-11,30A,Women's Fleece Top,FS365,1, 68.31 ,68.31
9331,48656,2013-02-07,2013-02-19,2013-01-18,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
9332,49597,2013-02-08,2013-02-14,2013-02-01,30A,Women's Ski Jacket,FS379,1, 250.31 ,250.31
9333,48528,2013-02-08,2013-02-20,2013-01-17,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
9333,48528,2013-02-08,2013-02-20,2013-01-17,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
9334,48005,2013-02-08,2013-02-20,2013-01-10,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,2, 28.83 ,57.66
9334,48005,2013-02-08,2013-02-20,2013-01-10,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,1, 29.64 ,29.64
9335,49365,2013-02-08,2013-02-15,2013-01-29,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9338,48506,2013-02-08,2013-02-08,2013-01-16,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,2, 35.80 ,71.60
9339,49564,2013-02-08,2013-02-13,2013-01-31,30A,Men's Fleece Top,FS364,1, 68.31 ,68.31
9339,49564,2013-02-08,2013-02-13,2013-01-31,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,3, 41.06 ,123.18
9339,49564,2013-02-08,2013-02-13,2013-01-31,30A,Enclosed Baseball Cap,FS328,1, 10.35 ,10.35
9340,48751,2013-02-08,2013-02-11,2013-01-21,32A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
9342,48938,2013-02-08,2013-02-15,2013-01-23,30A,"Men's Polyester/Cotton Lined Casual Trousers with Expandable Waistband, Standard Fit",FS248,1, 55.33 ,55.33
9342,48938,2013-02-08,2013-02-15,2013-01-23,30A,Men's Lined Field Jeans,FS245,1, 43.10 ,43.10
9342,48938,2013-02-08,2013-02-15,2013-01-23,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
9342,48938,2013-02-08,2013-02-15,2013-01-23,30A,Men's Dress Trousers,FS610,1, 70.93 ,70.93
9342,48938,2013-02-08,2013-02-15,2013-01-23,30A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
9342,48938,2013-02-08,2013-02-15,2013-01-23,30A,Men's Wool Pants,FS400,2, 112.63 ,225.26
9342,48938,2013-02-08,2013-02-15,2013-01-23,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
9343,49459,2013-02-08,2013-02-14,2013-01-30,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
9345,48182,2013-02-08,2013-02-22,2013-01-14,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
9346,49234,2013-02-08,2013-02-20,2013-01-28,30A,Men's Cotton Long Sleeve Field Shirt,FS214,2, 32.40 ,64.80
9347,48710,2013-02-08,2013-02-15,2013-01-18,30A,Men's Fleece Top,FS364,1, 68.31 ,68.31
9347,48710,2013-02-08,2013-02-15,2013-01-18,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
9348,49466,2013-02-08,2013-02-15,2013-01-30,30A,Men's Dress Trousers,FS610,1, 70.93 ,70.93
9348,49466,2013-02-08,2013-02-15,2013-01-30,30A,Men's Cotton Long Sleeve Field Shirt,FS214,2, 32.40 ,64.80
9348,49466,2013-02-08,2013-02-15,2013-01-30,30A,Men's Dress Blouse Coat,FS100,1, 215.12 ,215.12
9348,49466,2013-02-08,2013-02-15,2013-01-30,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
9348,49466,2013-02-08,2013-02-15,2013-01-30,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
9349,49231,2013-02-08,2013-02-19,2013-01-28,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
9350,47713,2013-02-08,2013-02-22,2013-01-08,32A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,3, 35.80 ,107.40
9351,49321,2013-02-08,2013-02-20,2013-01-29,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
9352,48802,2013-02-08,2013-02-08,2013-01-22,30A,Cardigan Sweater Unisex,FS225,1, 51.12 ,51.12
9352,48802,2013-02-08,2013-02-08,2013-01-22,30A,Sweater Vest Unisex,FS226,1, 31.28 ,31.28
9353,48056,2013-02-08,2013-02-19,2013-01-11,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
9353,48056,2013-02-08,2013-02-19,2013-01-11,30A,"Men's Polyester/Cotton Lined Casual Trousers with Expandable Waistband, Standard Fit",FS248,1, 55.33 ,55.33
9354,48674,2013-02-08,2013-02-15,2013-01-18,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
9355,49670,2013-02-08,2013-02-27,2013-02-02,32A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
9355,49670,2013-02-08,2013-02-27,2013-02-02,32A,Women's LS Polo Shirt-Khaki,FS673,1, 39.51 ,39.51
9356,48019,2013-02-08,2013-02-11,2013-01-10,30A,Volunteer Enclosed Baseball Cap,FS540,1, 10.36 ,10.36
9356,48019,2013-02-08,2013-02-11,2013-01-10,30A,Volunteer Windbreaker,FS1349A,1, 58.10 ,58.10
9357,48801,2013-02-08,2013-02-13,2013-01-22,30A,"Women's Polyester/Cotton Lined Casual Trousers with Expandable Waistband, Standard Fit",FS249,1, 53.85 ,53.85
9358,48753,2013-02-11,2013-02-15,2013-01-21,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
9358,48753,2013-02-11,2013-02-15,2013-01-21,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,2, 41.06 ,82.12
9359,48709,2013-02-11,2013-03-18,2013-01-18,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
9359,48709,2013-02-11,2013-03-18,2013-01-18,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
9359,48709,2013-02-11,2013-03-18,2013-01-18,30A,Men's Cotton Long Sleeve Field Shirt,FS214,2, 32.40 ,64.80
9360,49009,2013-02-11,2013-02-20,2013-01-24,30A,Men's LE Long Sleeve Shirt,FS800,1, 51.90 ,51.90
9361,49792,2013-02-11,2013-02-13,2013-02-05,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
9362,47709,2013-02-11,2013-02-13,2013-01-08,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
9362,47709,2013-02-11,2013-02-13,2013-01-08,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
9363,48740,2013-02-11,2013-02-27,2013-01-20,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
9364,49689,2013-02-11,2013-02-13,2013-02-03,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
9365,48917,2013-02-11,2013-04-11,2013-01-23,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
9365,48917,2013-02-11,2013-04-11,2013-01-23,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
9365,48917,2013-02-11,2013-04-11,2013-01-23,32A,"Men's Polyester/Cotton Lined Casual Trousers with Expandable Waistband, Standard Fit",FS248,1, 55.33 ,55.33
9366,49419,2013-02-11,2013-03-05,2013-01-30,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
9366,49419,2013-02-11,2013-03-05,2013-01-30,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
9367,49652,2013-02-11,2013-02-19,2013-02-01,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,2, 35.80 ,71.60
9368,48829,2013-02-11,2013-02-15,2013-01-22,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
9369,47686,2013-02-11,2013-02-20,2013-01-07,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
9370,49466,2013-02-11,2013-02-20,2013-01-30,30A,Men's Cargo Shorts,FS314,1, 44.42 ,44.42
9371,48467,2013-02-11,2013-02-22,2013-01-16,56M,Stetson Straw Hat,FS239,1, 50.30 ,50.30
9371,48467,2013-02-11,2013-02-22,2013-01-16,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
9372,48491,2013-02-11,2013-03-15,2013-01-16,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,3, 48.95 ,146.85
9374,49449,2013-02-11,2013-02-27,2013-01-30,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
9374,49449,2013-02-11,2013-02-27,2013-01-30,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9377,48817,2013-02-11,2013-02-20,2013-01-22,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
9377,48817,2013-02-11,2013-02-20,2013-01-22,30A,Men's Fleece Bottoms,FS366,1, 54.97 ,54.97
9378,49233,2013-02-11,2013-02-11,2013-01-28,68V,Gold Nameplate,FS600,1, 11.26 ,11.26
9379,49192,2013-02-11,2013-02-15,2013-01-28,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
9379,49192,2013-02-11,2013-02-15,2013-01-28,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
9380,49794,2013-02-11,2013-02-19,2013-02-05,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
9382,49150,2013-02-12,2013-02-27,2013-01-27,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
9384,49714,2013-02-12,2013-02-15,2013-02-04,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
9386,49263,2013-02-12,2013-02-20,2013-01-28,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
9387,49762,2013-02-12,2013-02-20,2013-02-04,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,2, 29.64 ,59.28
9388,48050,2013-02-12,2013-02-12,2013-01-11,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
9389,48981,2013-02-12,2013-02-13,2013-01-24,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9392,49296,2013-02-12,2013-02-15,2013-01-28,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9393,48949,2013-02-12,2013-02-22,2013-01-23,30A,Women's Fleece Lined Vest,FS363,1, 77.05 ,77.05
9393,48949,2013-02-12,2013-02-22,2013-01-23,30A,Polar Hat,FS368,1, 24.45 ,24.45
9395,49269,2013-02-12,2013-02-22,2013-01-28,30A,Unisex Wool Cruiser Coat,FS320,1, 161.98 ,161.98
9395,49269,2013-02-12,2013-02-22,2013-01-28,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
9396,49599,2013-02-12,2013-02-19,2013-02-01,30A,SS Patrol Polo Shirts-Khaki,FS687,1, 35.91 ,35.91
9396,49599,2013-02-12,2013-02-19,2013-02-01,30A,Unisex Cotton Coveralls,FS500,1, 42.96 ,42.96
9397,48141,2013-02-12,2013-02-19,2013-01-12,30A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
9398,47515,2013-02-12,2013-02-19,2013-01-04,30A,Women's 3-Season Jacket,FS373,1, 88.31 ,88.31
9398,47515,2013-02-12,2013-02-19,2013-01-04,30A,Women's Dress Trousers,FS611,1, 70.93 ,70.93
9399,48815,2013-02-13,2013-02-19,2013-01-22,30A,LS Patrol Polo Enforcement-Khaki,FS831,1, 39.54 ,39.54
9400,49318,2013-02-13,2013-02-21,2013-01-29,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9401,49011,2013-02-13,2013-02-19,2013-01-24,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
9402,48967,2013-02-13,2013-02-19,2013-01-23,30A,Unisex Gaiters,FS369,1, 65.60 ,65.60
9403,49339,2013-02-13,2013-02-22,2013-01-29,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
9404,49630,2013-02-13,2013-02-22,2013-02-01,32A,Wool Bib Overalls-Unisex,FS452,1, 125.16 ,125.16
9405,49685,2013-02-13,2013-02-19,2013-02-02,30A,Men's IKE Jacket,FS102,1, 222.86 ,222.86
9407,48605,2013-02-13,2013-04-16,2013-01-17,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
9407,48605,2013-02-13,2013-04-16,2013-01-17,30A,Cardigan Sweater Unisex,FS225,1, 51.12 ,51.12
9407,48605,2013-02-13,2013-04-16,2013-01-17,31A,SS Patrol Polo Shirts-White,FS685,2, 35.91 ,71.82
9408,49735,2013-02-13,2013-02-21,2013-02-04,30A,SS Patrol Polo Shirts-Khaki,FS687,2, 35.91 ,71.82
9409,49765,2013-02-13,2013-02-22,2013-02-04,68V,Gold Nameplate,FS600,1, 11.26 ,11.26
9411,48292,2013-02-13,2013-02-22,2013-01-14,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,2, 47.30 ,94.60
9411,48292,2013-02-13,2013-02-22,2013-01-14,32A,Sweater Vest Unisex,FS226,1, 31.28 ,31.28
9412,49651,2013-02-13,2013-02-19,2013-02-01,30A,Men's Dress Blouse Coat,FS100,1, 215.12 ,215.12
9413,49389,2013-02-13,2013-02-25,2013-01-29,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,2, 29.64 ,59.28
9413,49389,2013-02-13,2013-02-25,2013-01-29,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
9417,49587,2013-02-13,2013-02-20,2013-01-31,30A,Men's LE Dress Trousers,FS882,1, 75.42 ,75.42
9418,49474,2013-02-13,2013-02-19,2013-01-30,30A,Men's LE Short Sleeve Shirt,FS810,2, 48.01 ,96.02
9418,49474,2013-02-13,2013-02-19,2013-01-30,30A,Men's LE Long Sleeve Shirt,FS800,2, 51.90 ,103.80
9422,49094,2013-02-14,2013-03-06,2013-01-25,32A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
9422,49094,2013-02-14,2013-03-06,2013-01-25,32A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
9423,46682,2013-02-14,2013-02-19,2012-12-18,32A,Small Dress Belt Buckle,FS012,1, 30.77 ,30.77
9423,46682,2013-02-14,2013-02-19,2012-12-18,30A,Dress Belt Narrow,FS701,1, 17.78 ,17.78
9423,46682,2013-02-14,2013-02-19,2012-12-18,30A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
9423,46682,2013-02-14,2013-02-19,2012-12-18,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9423,46682,2013-02-14,2013-02-19,2012-12-18,30A,Unisex Parka & Hood,FS1000,1, 166.96 ,166.96
9423,46682,2013-02-14,2013-02-19,2012-12-18,30A,Women's Fleece Top,FS365,1, 68.31 ,68.31
9424,48885,2013-02-14,2013-03-05,2013-01-23,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,3, 48.95 ,146.85
9425,49492,2013-02-14,2013-04-18,2013-01-30,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
9425,49492,2013-02-14,2013-04-18,2013-01-30,30A,LS Patrol Polo Shirts-Khaki,FS688,1, 39.54 ,39.54
9425,49492,2013-02-14,2013-04-18,2013-01-30,30A,LS Patrol Polo Shirts-White,FS686,1, 39.51 ,39.51
9426,49895,2013-02-14,2013-02-22,2013-02-06,30A,Men's Fleece Top,FS364,1, 68.31 ,68.31
9426,49895,2013-02-14,2013-02-22,2013-02-06,32A,Stocking Cap,FS356,1, 13.94 ,13.94
9426,49895,2013-02-14,2013-02-22,2013-02-06,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
9429,49479,2013-02-14,2013-02-20,2013-01-30,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,2, 35.80 ,71.60
9430,49399,2013-02-14,2013-02-28,2013-01-29,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
9431,48286,2013-02-14,2013-02-22,2013-01-14,30A,Men's Cotton Long Sleeve Field Shirt,FS214,2, 32.40 ,64.80
9436,49908,2013-02-15,2013-02-27,2013-02-06,30A,Women's Ski Jacket,FS379,1, 250.31 ,250.31
9437,49181,2013-02-15,2013-02-21,2013-01-28,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
9439,49252,2013-02-15,2013-02-22,2013-01-28,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
9439,49252,2013-02-15,2013-02-22,2013-01-28,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9440,49357,2013-02-15,2013-02-25,2013-01-29,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9441,48977,2013-02-15,2013-04-11,2013-01-24,30A,Men's 3-Season Jacket,FS372,1, 91.42 ,91.42
9441,48977,2013-02-15,2013-04-11,2013-01-24,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,2, 28.83 ,57.66
9441,48977,2013-02-15,2013-04-11,2013-01-24,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
9443,49864,2013-02-15,2013-02-22,2013-02-05,30A,Men's Fleece Lined Vest,FS362,1, 78.57 ,78.57
9443,49864,2013-02-15,2013-02-22,2013-02-05,30A,FS Stretch Fit Twill Enclosed Hat,FS330,1, 14.52 ,14.52
9445,48356,2013-02-15,2013-02-27,2013-01-15,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
9445,48356,2013-02-15,2013-02-27,2013-01-15,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
9446,49506,2013-02-15,2013-02-20,2013-01-30,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
9447,48581,2013-02-15,2013-02-25,2013-01-17,30A,SS Patrol Polo Shirts-Khaki,FS687,1, 35.91 ,35.91
9450,50194,2013-02-19,2013-03-05,2013-02-10,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
9451,49868,2013-02-19,2013-03-05,2013-02-05,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
9452,50000,2013-02-19,2013-02-27,2013-02-07,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
9452,50000,2013-02-19,2013-02-27,2013-02-07,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
9452,50000,2013-02-19,2013-02-27,2013-02-07,30A,Unisex Parka & Hood,FS1000,1, 166.96 ,166.96
9452,50000,2013-02-19,2013-02-27,2013-02-07,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
9453,48695,2013-02-19,2013-02-22,2013-01-18,31A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
9454,49426,2013-02-19,2013-02-27,2013-01-30,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
9455,50051,2013-02-19,2013-02-27,2013-02-07,30A,Unisex Crew Socks,FS050,1, 9.36 ,9.36
9455,50051,2013-02-19,2013-02-27,2013-02-07,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
9457,49316,2013-02-19,2013-02-21,2013-01-29,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
9460,49381,2013-02-19,2013-02-21,2013-01-29,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
9461,48898,2013-02-19,2013-02-28,2013-01-23,30A,"Men's Polyester/Cotton Lined Casual Trousers with Expandable Waistband, Standard Fit",FS248,1, 55.33 ,55.33
9461,48898,2013-02-19,2013-02-28,2013-01-23,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,2, 41.06 ,82.12
9463,49229,2013-02-19,2013-03-08,2013-01-28,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
9464,50126,2013-02-19,2013-02-21,2013-02-08,30A,Women's Ski Jacket,FS379,1, 250.31 ,250.31
9465,49719,2013-02-19,2013-03-05,2013-02-04,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
9465,49719,2013-02-19,2013-03-05,2013-02-04,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
9467,50016,2013-02-19,2013-02-25,2013-02-07,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,2, 29.64 ,59.28
9468,48566,2013-02-19,2013-02-25,2013-01-17,30A,Men's LE Cargo Pants,FS820,2, 70.67 ,141.34
9469,49819,2013-02-19,2013-02-27,2013-02-05,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
