client_id,Sharepoint,Region,Unit,Subunit
16459,24044,5,14,58
16458,332175,16,17,0
16457,21621,5,8,0
16456,13940,6,10,20
16455,23966,5,7,53
16454,331822,10,5,52
16453,24852,5,7,54
16452,43622,5,7,53
16451,127210,2,15,2
16450,322914,1,5,5
16449,27066,6,10,20
16448,178548,5,16,53
16447,274444,5,2,54
16446,332004,16,22,0
16445,5960,2,3,8
16444,15718,1,11,6
16443,332009,5,5,55
16442,319928,3,3,0
16441,13676,33,1,0
16439,17685,3,16,0
16438,229077,3,8,2
16437,13392,6,14,6
16436,47905,9,20,5
16435,19342,5,15,54
16434,265687,3,12,0
16433,200936,5,3,56
16432,49937,3,8,2
16431,3306,5,8,53
16430,2572,5,14,0
16429,10803,5,20,0
16428,51630,8,13,7
16427,215803,5,13,54
16426,304936,6,18,0
16425,123584,5,9,55
16424,332155,16,11,0
16423,29257,4,17,1
16422,30181,1,11,2
16421,288104,2,10,5
16420,326619,5,4,54
16419,38188,1,3,2
16418,47038,8,13,0
16417,62052,2,10,5
16416,239144,8,7,17
16415,271473,8,9,9
16414,54461,2,10,0
16413,288154,16,16,0
16412,42623,1,18,7
16411,197707,2,10,5
16410,328561,16,23,0
16409,54047,6,14,6
16408,28028,2,10,5
16407,39079,6,18,0
16406,317202,9,21,5
16405,20068,5,14,0
16404,54448,4,1,0
16403,10957,5,20,0
16402,28249,8,1,1
16401,21449,8,7,0
16400,325162,5,17,57
16399,64784,8,2,0
16398,199349,4,7,4
16397,2705,6,1,1
16396,27524,8,10,1
16395,245882,6,9,2
16394,2617,5,2,52
16393,52050,8,13,0
16392,48060,4,12,6
16391,70899,33,1,0
16390,29916,8,6,0
16389,49675,5,17,53
16388,276728,1,15,0
16387,285071,5,10,0
16386,332018,8,60,0
16385,302420,16,28,0
16384,10524,42,42,0
16383,330657,3,8,0
16382,49902,5,10,0
16381,47639,8,11,11
16380,332832,16,27,0
16379,4947,5,13,0
16378,34800,10,4,0
16377,25159,1,8,0
16376,51108,5,5,57
16375,22556,4,10,2
16374,44731,4,3,7
16373,47720,8,8,13
16372,210489,16,4,0
16371,302123,16,28,0
16370,256797,8,2,17
16369,332272,5,10,52
16368,258256,5,19,0
16367,58576,5,19,0
16366,257833,2,13,0
16365,172760,4,1,4
16364,249174,8,6,0
16363,55381,8,11,5
16362,191946,3,9,0
16361,288904,5,8,54
16360,332186,8,31,0
16359,14948,16,13,0
16358,31437,8,6,1
16357,40908,5,4,51
16356,205680,2,2,0
16355,331070,9,3,0
16354,7631,8,31,0
16353,29348,8,8,0
16352,20955,4,7,4
16351,332170,16,4,0
16350,17612,4,12,0
16349,27813,4,3,4
16348,332169,16,19,0
16347,278768,6,21,0
16346,212378,8,10,1
16345,65389,5,2,52
16344,26509,8,9,7
16343,332173,8,4,0
16342,271668,1,4,6
16341,25425,8,9,7
16340,302274,16,28,0
16339,19239,8,2,11
16338,332270,16,19,0
16337,13774,9,20,0
16336,302172,16,28,0
16335,27309,6,6,1
16334,331627,13,25,0
16333,202314,5,2,0
16332,37680,16,29,0
16331,50756,5,5,55
16330,24145,9,5,7
16329,299108,16,18,0
16328,195769,1,2,7
16327,213723,3,5,2
16326,330023,2,6,0
16325,9341,5,19,0
16324,22068,5,6,51
16323,30629,3,5,4
16322,28675,5,5,52
16321,332257,1,11,7
16320,201291,5,17,0
16319,18723,1,16,6
16314,302430,16,28,0
16313,2194,6,18,0
16312,283862,6,5,0
16311,43553,6,6,0
16310,17112,13,2,6
16309,329997,6,27,0
16308,302314,16,28,0
16307,69181,5,9,55
16306,4908,8,13,0
16305,302278,16,28,0
16304,302254,16,28,0
16303,302250,16,28,0
16302,50480,5,5,0
16301,48693,8,10,0
16300,302234,16,28,0
16299,302225,16,28,0
16298,302195,16,28,0
16297,20352,5,2,52
16296,323912,8,10,0
16295,302127,16,28,0
16294,190837,9,21,0
16293,302126,16,28,0
16292,302109,16,28,0
16291,321510,16,28,0
16290,302084,16,28,0
16289,302076,16,28,0
16288,26893,1,4,3
16287,30641,8,13,0
16286,302060,16,28,0
16285,332172,16,19,0
16284,240540,5,15,55
16283,31665,8,16,0
16282,201097,6,7,0
16281,58065,9,20,0
16280,306419,4,14,0
16279,292782,5,5,0
16278,35242,5,7,53
16277,256488,5,16,51
16276,65582,2,31,0
16275,9373,3,7,3
16274,2601,5,16,0
16273,323973,6,27,0
16272,260189,5,14,59
16271,191146,5,20,12
16270,65754,16,13,0
16269,127555,1,2,7
16268,215824,8,9,12
16267,38450,5,7,51
16266,176771,6,9,0
16265,267600,8,10,1
16264,275207,5,8,53
16263,268700,3,5,3
16262,332174,16,4,0
16261,20912,8,12,3
16260,32279,2,14,5
16259,52449,6,9,0
16258,332184,16,19,0
16257,55766,9,21,0
16256,301467,8,16,0
16255,41179,8,9,9
16254,20171,4,10,0
16253,26327,5,10,0
16250,331844,16,22,0
16249,10816,9,10,1
16248,184312,5,19,0
16247,316820,3,3,0
16246,202128,5,15,54
16245,24315,3,1,0
16244,306475,5,5,52
16243,743,9,10,1
16242,244258,8,5,4
16241,31997,3,8,2
16240,193564,5,7,55
16239,267186,3,12,4
16238,36966,3,4,7
16237,256405,5,7,55
16236,283856,8,9,12
16235,45731,25,5,0
16234,332176,9,33,0
16233,19433,8,6,0
16231,,,,
16230,40598,42,53,0
16229,35002,2,3,1
16228,32009,5,15,55
16227,330201,6,5,0
16226,302298,16,28,0
16225,44878,2,12,9
16224,35565,8,10,5
16223,47194,1,4,3
16222,15258,13,2,6
16221,1789,5,8,0
16220,31344,9,9,0
16219,273962,9,9,0
16218,32042,9,9,0
16217,214172,5,6,53
16216,48087,5,15,55
16215,63543,5,13,52
16214,7614,8,10,5
16213,302128,16,28,0
16212,331991,3,2,4
16211,7330,5,5,0
16210,241417,2,12,9
16209,329342,33,1,41
16208,43272,5,15,55
16207,11821,5,1,56
16206,3417,9,5,0
16205,18013,8,9,7
16204,23357,3,8,0
16203,25195,5,2,53
16202,49314,8,4,0
16201,3529,9,19,2
16200,61481,5,10,0
16199,24349,5,8,0
16198,43278,8,10,0
16197,332160,8,8,14
16196,256601,5,7,57
16195,279989,6,22,0
16194,273988,9,10,5
16193,66438,3,3,0
16192,331077,3,1,1
16191,11339,5,15,53
16190,46988,6,6,5
16189,14836,6,21,0
16188,10776,2,12,1
16187,582,16,5,0
16186,332012,3,10,0
16185,51166,6,4,4
16184,63567,5,20,12
16183,803,3,6,6
16182,57776,8,10,5
16181,302432,16,28,0
16180,2808,5,17,57
16179,191186,3,4,6
16178,35838,8,9,5
16177,51784,2,14,0
16176,54508,5,17,57
16175,8329,1,5,5
16174,288940,4,19,0
16173,49168,5,1,0
16172,42397,5,1,53
16171,204269,5,2,52
16170,29445,16,1,0
16169,50407,6,3,1
16168,192047,3,6,4
16167,331848,5,15,51
16166,282602,5,4,53
16165,2541,6,6,5
16164,56006,8,10,5
16163,48403,8,8,14
16159,,,,
16158,207626,16,10,1
16157,11053,8,13,0
16156,256805,16,10,1
16155,196976,5,15,55
16154,30488,5,3,56
16153,33728,8,1,6
16152,18866,5,13,51
16151,331845,16,23,0
16150,205346,4,10,2
16148,22228,5,3,56
16147,19229,5,8,0
16146,9263,5,5,0
16145,171660,3,5,5
16144,57070,2,12,9
16143,256114,3,5,5
16142,42077,16,18,0
16141,210426,5,6,0
16140,48265,8,8,11
16139,287731,3,5,5
16138,15154,5,5,0
16137,302168,16,28,0
16136,302154,16,28,0
16135,290772,9,8,2
16134,21880,5,17,0
16133,28049,7,16,1
16131,123006,6,18,1
16130,39091,5,3,56
16129,18150,5,4,0
16128,122908,5,11,3
16127,331623,5,10,0
16126,302867,5,8,53
16125,249601,2,12,9
16124,3735,5,3,56
16123,331847,16,15,0
16122,43913,5,12,53
16121,64694,4,17,2
16120,289574,3,7,1
16119,25271,10,5,33
16118,292563,5,10,51
16117,6312,5,10,51
16116,238050,2,12,9
16115,32419,9,1,0
16114,31014,16,9,0
16113,21045,2,12,9
16112,268907,16,9,0
16111,331839,3,4,6
16110,62824,24,23,0
16109,122000,8,9,0
16108,43876,5,11,1
16107,332014,3,5,4
16106,24076,1,11,6
16105,212890,5,17,57
16104,193070,2,10,8
16103,35771,2,10,8
16102,210815,16,16,0
16101,18428,8,9,3
16100,224884,5,16,53
16099,43020,8,3,2
16098,212607,3,7,4
16097,302113,16,28,0
16096,259347,5,17,57
16095,40048,8,9,9
16094,,,,
16093,6144,4,17,0
16092,290010,5,10,0
16091,274,16,6,0
16090,48284,8,5,4
16089,68785,5,7,0
16088,14126,5,21,0
16087,49189,2,10,8
16086,331996,16,15,0
16085,306202,9,13,16
16084,245994,5,10,51
16083,22023,3,16,0
16082,41468,2,14,0
16081,10010,3,1,7
16080,34873,6,2,2
16079,13216,5,3,53
16078,273122,5,7,57
16077,4959,4,15,0
16076,28889,1,18,8
16075,42622,13,22,0
16074,4679,6,2,2
16073,322035,16,28,0
16072,320856,4,17,0
16071,56640,5,10,51
16070,50088,13,22,0
16069,238551,9,12,0
16068,120696,5,3,56
16067,192362,5,10,51
16066,306373,16,16,0
16065,50205,8,13,7
16064,312888,6,2,2
16063,51539,5,19,0
16062,280439,4,17,9
16061,179009,6,1,0
16060,304501,4,17,5
16059,267627,6,6,0
16058,46465,6,15,0
16057,42649,4,7,3
16056,262184,6,2,1
16055,240475,5,17,57
16054,50176,8,9,9
16053,329694,16,19,0
16052,34100,6,15,0
16051,216277,8,9,0
16050,49848,8,9,9
16049,227103,6,6,5
16048,17358,3,6,0
16047,240525,5,7,55
16046,37782,16,16,0
16045,278681,6,2,1
16044,34194,3,6,0
16043,247974,5,4,53
16042,10877,3,10,6
16041,2398,9,5,0
16040,64101,6,5,7
16039,243333,6,7,0
16038,56844,5,10,51
16037,173258,9,5,0
16036,223216,5,2,52
16035,14359,2,14,5
16034,43669,5,15,53
16033,23273,16,18,0
16032,18420,8,7,5
16031,214216,3,1,2
16030,49728,5,5,55
16029,6552,6,17,7
16028,10322,1,4,0
16027,21428,8,9,9
16026,210751,5,19,0
16025,46486,9,20,0
16024,37858,5,9,55
16023,9150,3,10,6
16022,246136,6,27,0
16021,48063,8,2,14
16020,10490,8,1,0
16019,31920,4,12,0
16018,18444,6,27,0
16017,39735,8,12,0
16016,272916,5,8,0
16015,51069,3,3,2
16014,331094,9,8,4
16013,4376,5,16,0
16012,304928,8,9,4
16011,55291,2,13,8
16010,208482,8,2,16
16009,331364,16,4,0
16008,65477,5,7,54
16007,2065,3,3,7
16006,33582,5,6,53
16005,42546,5,19,0
16004,46302,5,7,54
16003,217724,9,22,5
16002,22511,9,21,2
16001,202750,5,10,51
16000,28320,9,22,5
15999,26577,4,19,0
15998,53385,5,2,53
15997,1604,5,10,51
15996,122034,5,7,54
15995,331624,5,5,52
15994,2619,1,12,0
15993,49944,33,1,29
15992,120387,5,3,55
15991,331372,16,6,0
15990,10716,9,21,4
15989,259590,5,13,56
15988,13991,3,7,1
15987,59085,2,12,9
15985,43494,2,3,3
15984,171206,1,14,1
15983,317645,6,2,2
15982,15785,10,5,0
15981,52252,16,18,0
15980,266690,5,5,52
15979,25702,5,13,0
15978,38043,1,12,4
15977,203971,1,18,8
15976,205498,5,1,52
15975,292794,5,1,0
15974,43820,5,14,61
15973,331814,1,10,0
15972,2892,5,15,53
15971,214208,8,36,1
15970,245740,5,5,52
15969,260648,6,5,1
15968,260510,6,10,0
15967,8668,5,14,61
15966,15052,1,56,0
15965,39199,42,50,0
15964,32578,16,18,0
15963,309650,6,17,8
15962,14185,8,2,0
15961,298839,5,5,52
15960,42221,5,5,0
15959,18272,5,5,52
15958,262955,5,13,52
15957,45498,4,17,3
15956,13120,9,9,5
15955,191044,9,19,0
15954,223866,9,3,1
15953,331074,2,14,0
15952,178545,4,19,2
15951,26952,3,5,2
15950,45941,6,18,1
15949,328525,16,3,0
15948,301495,8,8,0
15947,18666,6,10,0
15946,29450,8,60,0
15945,50372,2,2,0
15944,40383,9,5,5
15943,331828,16,7,0
15942,8273,3,10,3
15941,36794,8,31,0
15940,1518,9,10,5
15939,48672,6,15,2
15938,53053,24,23,0
15933,45082,9,4,0
15932,37698,8,11,7
15931,42392,4,15,51
15930,327517,3,1,3
15929,46470,5,13,0
15928,332158,5,5,57
15927,23188,8,10,4
15926,282595,6,18,4
15925,18690,9,8,0
15924,281024,3,4,7
15923,269811,6,2,3
15922,56704,8,11,7
15921,12532,6,2,12
15920,10042,16,16,0
15919,52012,5,5,57
15918,57989,8,10,4
15917,51861,9,9,2
15916,214512,5,5,52
15915,290764,8,11,2
15914,220810,1,4,0
15913,299575,3,4,6
15912,51895,5,6,0
15911,331817,5,9,54
15910,66039,16,18,0
15909,47177,5,4,53
15908,315306,3,10,6
15907,220945,16,9,0
15906,18477,16,12,0
15905,64087,24,23,0
15904,15856,8,8,14
15903,3247,5,5,57
15902,326656,16,17,0
15901,64164,3,10,0
15900,59056,16,12,0
15899,306294,4,17,5
15898,63829,23,13,10
15897,43453,3,6,0
15896,303601,8,4,6
15895,328596,16,23,0
15894,319360,9,9,0
15893,287748,8,4,6
15892,51718,2,12,9
15891,244241,5,10,53
15890,239548,5,3,53
15889,42910,3,1,0
15888,23346,6,3,1
15887,211285,3,3,2
15886,212692,23,13,10
15885,322015,1,2,4
15884,44999,5,19,0
15883,27404,1,16,3
15882,48945,9,7,5
15879,4841,8,8,11
15878,34625,5,3,51
15877,44826,3,2,0
15876,25628,8,8,11
15875,27709,1,17,1
15874,330024,8,16,0
15873,51767,8,9,0
15872,53503,8,31,1
15871,330641,16,29,0
15870,24240,6,6,1
15869,331357,16,5,0
15868,329733,2,3,0
15867,295365,6,16,1
15866,264242,2,3,0
15865,39741,6,16,0
15864,332013,6,3,0
15863,37833,8,16,0
15862,63874,26,19,15
15860,52184,8,9,0
15859,210416,5,11,3
15858,39181,8,10,6
15857,28440,1,5,3
15856,331369,6,17,8
15855,12269,2,3,0
15854,254573,2,2,0
15853,330250,9,19,2
15852,5286,16,5,0
15851,192605,5,15,54
15850,20882,4,17,10
15849,27797,5,3,0
15848,330855,4,17,6
15847,,,,
15846,60219,5,16,53
15845,296845,2,9,3
15844,12177,4,17,0
15843,286624,4,17,0
15842,4544,4,17,0
15841,46686,1,10,8
15840,46578,9,19,2
15839,24538,2,2,0
15838,331371,16,6,0
15837,49913,9,19,0
15836,43625,1,15,6
15835,34806,5,12,52
15834,24135,9,19,2
15833,121079,1,16,0
15832,174305,5,2,53
15831,34687,24,23,0
15830,329996,8,36,0
15829,14641,9,19,3
15828,292624,9,19,0
15827,34754,3,2,7
15826,240767,5,3,51
15825,40314,8,13,4
15824,287471,8,36,0
15823,16542,6,18,1
15822,254876,8,36,1
15821,280662,3,5,0
15820,194679,4,10,0
15819,302242,16,1,0
15818,299935,3,2,3
15817,15034,5,5,0
15816,38031,1,17,0
15815,331373,5,14,58
15814,315887,1,4,0
15813,287753,1,16,0
15783,32207,9,4,1
15782,329745,8,2,0
15781,28309,6,15,0
15780,34818,5,8,53
15779,54318,5,14,53
15778,34306,1,10,8
15777,1199,2,14,0
15776,293689,33,1,31
15775,22989,8,4,0
15774,19461,8,11,0
15773,61658,5,7,55
15772,331052,3,6,4
15771,245991,5,2,53
15770,310035,16,18,0
15769,273746,5,2,53
15768,45472,4,3,2
15767,331347,16,5,0
15766,330255,13,25,0
15765,283289,6,2,1
15764,46885,16,18,0
15763,323775,16,5,0
15762,125038,4,3,2
15761,298440,10,5,31
15760,268976,5,3,55
15758,43458,16,18,0
15757,331056,16,16,0
15756,52681,1,56,0
15755,16655,1,3,1
15754,3856,1,8,2
15753,42136,5,6,51
15752,327736,6,15,0
15751,289107,3,3,3
15750,9379,5,21,13
15749,178029,12,1,0
15748,219857,16,18,0
15747,319389,8,11,5
15746,331045,6,4,0
15745,219441,5,6,51
15744,193759,5,6,51
15743,30909,16,14,0
15742,50035,8,16,0
15741,70495,13,60,6
15740,53315,8,16,0
15739,330636,3,4,0
15738,51131,16,14,0
15737,220600,16,12,0
15736,21890,3,10,3
15735,53675,8,16,0
15734,29872,5,6,51
15733,12379,5,6,51
15732,59459,5,1,56
15731,273437,8,60,0
15730,254438,5,17,53
15729,65891,8,10,0
15728,330021,4,13,1
15727,310100,8,10,5
15726,240033,5,17,53
15725,197816,9,13,1
15724,330664,9,8,0
15723,10176,5,6,51
15722,306150,8,10,5
15721,34677,5,17,53
15720,46813,8,11,9
15719,64340,5,9,56
15718,56846,16,9,0
15717,296832,3,5,5
15716,48563,9,9,2
15715,262763,16,19,0
15714,17732,5,6,51
15713,52794,1,5,0
15712,50198,8,10,0
15711,261641,5,6,51
15710,14648,5,14,61
15709,261720,4,12,2
15708,52117,33,1,0
15701,,,,
15700,,,,
15698,269820,6,17,5
15697,304073,8,11,9
15696,268971,3,6,5
15695,18630,6,17,5
15694,278068,16,18,0
15693,18370,2,15,10
15692,288890,2,6,3
15691,331342,8,6,0
15690,282598,5,8,54
15689,41503,6,17,5
15688,213031,5,19,0
15687,172962,5,11,2
15686,247051,8,5,5
15685,10018,5,16,0
15684,223332,5,7,0
15683,65215,6,2,13
15682,214063,1,2,4
15681,27282,5,14,61
15680,,,,
15679,48203,9,19,2
15678,331819,8,11,5
15677,6532,6,15,0
15676,186453,9,10,5
15675,46390,8,7,0
15674,45033,5,14,59
15673,213171,5,13,52
15672,22850,4,17,5
15671,22329,2,10,5
15670,113038,5,8,54
15669,221918,24,23,0
15668,60874,1,10,6
15667,262351,5,11,3
15666,238550,9,13,5
15665,7460,9,20,0
15664,189296,2,13,5
15663,257409,5,13,52
15662,1410,6,15,0
15661,255492,2,10,5
15660,280167,5,7,54
15659,212264,5,8,53
15658,272990,5,11,2
15657,35991,3,1,0
15656,330429,8,3,0
15655,331048,16,15,0
15654,46906,5,10,0
15653,69973,9,22,0
15652,47573,5,7,53
15651,258275,5,12,51
15650,47876,3,2,0
15649,244346,8,11,7
15648,46845,5,7,51
15647,302277,16,29,0
15646,319355,6,27,0
15645,57851,5,7,0
15644,61895,5,13,54
15643,323515,6,17,9
15642,263872,3,3,2
15641,214306,3,1,2
15640,328595,4,17,0
15639,330236,16,18,0
15638,48569,16,18,0
15637,299929,8,10,0
15636,322860,16,15,0
15635,214348,8,4,2
15634,306198,16,15,0
15633,255490,6,15,7
15632,63212,8,7,0
15631,303521,16,27,0
15630,329325,2,3,6
15629,255024,5,15,0
15628,2628,2,14,0
15627,331824,5,2,53
15626,28148,5,14,52
15625,264972,2,14,0
15624,123874,6,21,0
15623,243953,5,15,0
15622,288135,8,36,0
15621,331078,10,5,33
15620,324327,16,3,0
15619,28088,5,15,0
15618,290945,3,4,7
15617,50386,6,18,3
15616,299962,5,10,0
15615,330654,6,2,4
15614,15338,8,31,1
15613,216771,5,14,58
15612,287754,8,9,5
15611,195780,5,3,56
15610,32385,1,18,7
15609,16678,5,13,52
15608,34167,1,18,0
15607,44581,5,11,1
15606,34889,1,15,1
15605,6609,3,3,0
15604,41285,42,53,0
15603,57064,9,5,23
15602,191302,5,6,51
15601,257059,9,13,0
15600,256596,5,7,53
15599,25880,9,1,0
15598,212629,5,7,53
15597,253763,13,60,5
15596,9981,4,12,6
15595,59632,5,8,0
15594,59608,16,8,0
15593,52353,13,60,8
15592,3535,1,18,0
15590,325245,5,14,52
15589,316801,16,13,0
15588,276747,5,7,57
15587,245322,10,5,20
15586,15736,8,9,11
15585,243486,4,17,5
15584,27006,5,14,52
15583,289491,5,8,0
15582,286663,3,9,0
15581,45798,33,1,0
15580,64971,13,24,0
15579,40641,4,19,3
15578,54039,8,9,4
15577,14054,6,3,0
15576,52134,8,9,3
15575,200537,8,9,5
15574,44279,8,4,3
15573,211134,8,36,0
15572,57721,6,16,0
15571,259496,5,7,57
15570,323481,42,54,0
15569,20966,1,11,7
15568,57313,8,4,0
15567,9963,3,3,0
15566,330001,8,7,4
15565,43806,9,19,2
15564,191282,8,12,5
15563,25515,8,9,5
15562,273724,2,12,10
15561,1037,6,9,0
15560,330647,16,15,0
15559,220555,16,6,0
15558,274166,5,2,53
15557,322361,4,19,3
15556,326977,16,3,0
15555,328530,5,17,54
15554,40736,5,3,0
15553,10665,1,4,8
15552,5944,10,5,20
15551,325930,2,15,8
15550,329747,5,17,0
15549,330655,8,7,7
15548,120700,8,3,2
15547,248220,6,18,3
15546,48321,3,10,3
15545,28295,6,7,1
15544,330834,2,12,0
15543,11002,8,11,0
15542,24092,3,7,0
15541,49643,4,2,4
15540,32160,4,13,0
15539,19272,8,31,1
15538,39447,3,12,2
15537,34976,3,3,2
15536,314321,8,6,1
15535,12785,8,4,6
15534,256485,5,2,53
15533,7272,2,12,9
15532,189282,3,12,0
15531,330830,16,3,0
15530,328594,9,13,0
15529,307183,6,27,0
15528,51138,6,21,3
15527,59050,8,9,12
15526,256565,5,2,53
15525,18511,16,8,0
15524,284289,8,10,6
15523,330217,16,21,0
15522,304079,8,11,10
15521,6275,5,2,53
15520,295188,2,4,2
15519,7797,5,5,57
15518,262902,8,3,2
15517,326879,3,10,0
15516,323890,6,7,2
15515,36190,5,12,54
15514,51141,8,36,0
15513,3085,16,8,0
15512,33140,5,2,53
15511,43260,42,53,0
15510,292559,6,2,1
15509,258009,5,12,55
15508,44300,16,10,1
15507,272799,4,60,0
15506,311042,16,11,0
15505,30863,9,5,4
15504,181137,8,9,12
15502,36384,5,6,0
15501,122775,8,9,12
15500,52359,8,9,6
15499,47041,8,8,14
15498,323514,8,36,0
15497,330819,8,3,2
15496,47973,8,1,3
15495,9935,2,2,0
15494,201988,9,13,1
15493,331079,16,16,0
15492,21196,5,10,0
15491,10255,8,9,5
15490,48749,8,9,1
15489,35236,6,2,16
15488,49180,5,6,51
15487,4397,8,9,4
15486,223201,13,2,0
15485,41501,9,13,0
15484,11764,5,10,0
15483,54274,3,5,2
15482,40135,8,9,12
15481,8670,9,21,0
15480,30306,6,9,2
15479,259373,5,4,51
15478,282593,3,10,5
15477,10902,5,17,0
15476,317634,5,19,0
15475,30311,8,9,4
15474,272953,6,17,0
15473,33547,8,9,4
15472,259050,8,5,2
15471,127049,5,9,55
15470,326211,16,27,0
15469,296723,5,7,54
15468,43270,5,7,53
15467,249357,5,7,54
15466,41000,6,4,4
15465,201250,5,7,0
15464,9447,2,13,0
15463,324276,42,53,0
15462,331053,2,10,0
15461,20746,8,9,11
15460,316353,8,7,17
15459,1454,5,13,54
15458,306145,3,3,2
15457,45132,5,10,0
15456,34594,9,10,3
15455,214358,8,9,5
15454,129265,8,9,5
15453,325662,4,12,2
15452,15822,8,9,5
15451,55645,8,9,4
15450,306997,8,9,4
15449,68967,5,2,0
15448,33365,16,5,0
15447,307135,8,9,5
15446,191596,5,11,0
15445,39581,4,17,5
15444,323845,16,13,0
15443,210770,13,2,6
15442,292175,5,11,0
15441,47079,33,1,34
15440,13499,13,20,0
15439,307166,8,9,5
15438,287475,16,23,0
15437,329750,16,17,0
15436,266712,5,17,53
15435,56488,3,8,1
15434,35154,5,19,0
15433,265113,13,20,0
15432,201209,5,17,54
15431,301768,5,15,53
15430,330219,3,5,3
15429,8364,42,54,0
15428,57687,8,9,10
15427,302889,5,12,55
15426,199731,4,14,1
15425,45819,2,14,3
15424,45123,13,2,0
15423,1671,4,8,0
15422,245896,1,18,0
15421,29495,8,9,5
15420,326070,4,14,5
15419,273026,5,11,1
15418,331346,2,14,4
15417,328602,5,11,0
15416,213202,2,15,8
15415,291073,2,14,4
15414,3657,6,7,0
15413,48318,8,9,5
15412,264676,5,1,51
15411,271255,3,6,3
15410,23110,8,7,0
15409,31798,4,14,1
15408,2998,4,8,3
15407,242656,1,8,2
15406,59730,16,12,0
15405,227201,42,0,0
15404,276769,13,2,0
15403,309968,5,6,58
15402,30395,8,2,16
15401,17586,4,15,0
15400,54855,16,12,0
15399,196485,1,8,3
15398,9475,5,12,0
15397,331379,6,2,13
15396,315259,42,0,0
15395,42875,12,1,0
15394,42345,8,9,5
15393,5212,3,8,2
15392,69349,8,9,5
15391,64281,5,13,56
15390,300980,8,9,5
15389,330662,5,51,2
15388,63315,3,1,6
15387,47380,1,5,6
15386,207633,6,12,0
15385,270404,42,50,0
15384,259316,8,6,2
15383,330012,6,12,0
15382,260564,5,1,53
15381,66219,5,14,59
15380,5773,2,3,9
15379,311198,6,18,3
15378,67034,1,2,6
15377,323982,1,18,0
15376,302292,16,29,0
15375,184626,8,8,2
15374,330836,5,1,0
15373,57489,3,10,6
15372,255347,2,14,5
15371,273007,5,13,56
15370,18540,5,7,53
15369,275532,2,6,0
15368,1312,4,17,10
15367,291826,16,15,0
15366,327594,16,15,0
15365,260938,5,6,51
15361,999162800,16,28,0
15360,999162700,16,27,0
15359,999162600,16,26,0
15358,999162500,16,25,0
15357,,,,
15356,,,,
15340,,,,
15328,227262,16,10,1
15327,27611,5,7,57
15326,26745,2,4,6
15325,34497,6,1,0
15324,59072,10,5,21
15323,13731,1,4,6
15322,243110,1,5,2
15321,290870,4,15,0
15320,54454,6,27,0
15319,279344,5,13,56
15318,48972,6,18,0
15317,70299,9,21,0
15316,316715,2,13,0
15315,23624,4,3,6
15314,4639,1,11,6
15313,44932,3,6,4
15312,305580,2,9,7
15311,29499,3,10,3
15310,9806,9,5,23
15309,124397,2,6,3
15308,186519,8,31,0
15307,12229,4,10,0
15306,44440,6,18,0
15305,329751,16,22,0
15304,299092,25,5,0
15303,9932,1,18,0
15302,4196,3,10,0
15301,330426,2,15,3
15300,194846,1,11,7
15299,42796,5,11,3
15298,9682,5,1,0
15297,329337,6,9,0
15296,37507,8,12,5
15295,33322,1,11,6
15294,11319,9,21,2
15293,38003,6,5,1
15292,306235,9,21,2
15289,50259,4,15,0
15288,212236,4,15,0
15287,289734,2,16,0
15286,19129,9,9,2
15285,26324,16,12,0
15284,241833,4,3,0
15283,330235,16,9,0
15282,274255,5,2,54
15281,55256,2,15,3
15280,39653,4,15,0
15279,211975,13,60,8
15278,46003,6,1,1
15277,329320,3,5,0
15276,33661,5,14,0
15275,57444,2,15,3
15274,18743,2,15,1
15273,174147,9,21,0
15272,301022,4,17,0
15271,40256,9,14,0
15270,11079,5,1,51
15269,30518,22,16,85
15268,19634,5,13,51
15267,63275,13,60,5
15266,174315,3,2,7
15265,35784,6,14,4
15264,6893,5,1,0
15263,40127,4,10,0
15262,15824,1,17,0
15261,301479,4,15,0
15260,219287,4,15,54
15259,19775,5,1,56
15258,302058,16,29,0
15257,302056,16,29,0
15253,35809,9,5,4
15252,29551,1,56,0
15251,302404,16,29,0
15250,9730,5,2,0
15249,203953,1,12,1
15248,324294,13,2,0
15247,9038,4,19,3
15246,3186,5,4,54
15245,277378,4,19,6
15244,25892,6,1,0
15243,24641,9,9,2
15242,38849,3,6,4
15241,7731,3,4,0
15240,307072,9,1,0
15239,325024,4,17,10
15238,32695,5,2,53
15237,46778,3,1,0
15236,192,1,10,8
15235,69166,3,16,0
15234,29270,9,21,3
15233,51633,8,12,0
15232,290864,3,6,4
15231,324017,4,3,7
15230,44316,5,2,0
15229,7980,4,3,4
15228,30325,4,3,0
15227,33683,8,13,7
15226,38051,2,12,9
15225,49890,3,9,0
15224,302107,16,29,0
15223,7193,5,3,56
15222,5497,26,19,15
15221,9100,2,3,0
15220,330013,6,9,5
15219,34304,5,2,53
15218,913,3,10,6
15217,38542,3,12,0
15216,263334,5,12,54
15215,303559,5,11,1
15214,46317,3,12,0
15213,24106,5,7,0
15212,266235,5,7,57
15211,302386,16,29,0
15210,65667,6,10,23
15209,51679,9,21,0
15208,184170,1,11,2
15207,263849,2,12,11
15206,321470,2,31,0
15205,209956,2,3,6
15204,307511,5,2,54
15203,302341,16,29,0
15202,48521,5,11,1
15201,298883,5,15,53
15200,36857,4,60,0
15199,284292,1,12,0
15198,50411,5,15,53
15197,39489,13,81,0
