DISABILITY,DISABILITY_CODE,COSTCENTER,JOBNUMBER,JOBDESCRIPTION,MONTHWORKED,YEARWORKED,HOURSWORKED,FTE
Other,4,3400,234170,ONEICOUN 800 PARK AVE,6,2011,11.5,0.06969697
Mental Health,1,3400,234180,ONEICOUN 1101 FLOYD AVE,6,2011,1.5,0.009090909
Other,4,3400,234180,ONEICOUN 1101 FLOYD AVE,6,2011,1.5,0.009090909
Mental Health,1,3400,234200,ONEICOUN 200 ELIZABETH ST,6,2011,10.5,0.063636364
Other,4,3400,234200,ONEICOUN 200 ELIZABETH ST,6,2011,10.5,0.063636364
Mental Health,1,3400,234210,CNYDDSO 205 PEXTON ST,6,2011,13,0.078787879
Other,4,3400,234210,CNYDDSO 205 PEXTON ST,6,2011,13,0.078787879
Mental Health,1,3400,234220,CNYDDSO 4647 VERONA ST,6,2011,9,0.054545455
Other,4,3400,234220,CNYDDSO 4647 VERONA ST,6,2011,9,0.054545455
Mental Health,1,3400,234230,CNYDDSO 5121 STATE RT 5,6,2011,6,0.036363636
Other,4,3400,234230,CNYDDSO 5121 STATE RT 5,6,2011,6,0.036363636
Mental Health,1,3400,234240,CNYDDSO 5635 STATE RT 31,6,2011,6.5,0.039393939
Other,4,3400,234240,CNYDDSO 5635 STATE RT 31,6,2011,6.5,0.039393939
Mental Health,1,3400,334120,DRVGROUND VARIOUS SITES,6,2011,14,0.084848485
Other,4,3400,334120,DRVGROUND VARIOUS SITES,6,2011,12.5,0.075757576
Mental Health,1,3400,334140,NATLGRID 5835 SUCCESS DR,6,2011,3,0.018181818
Other,4,3400,334140,NATLGRID 5835 SUCCESS DR,6,2011,2.5,0.015151515
Mental Health,1,3400,334150,NATLGRID 441 WOODROW AVE,6,2011,2,0.012121212
Other,4,3400,334150,NATLGRID 441 WOODROW AVE,6,2011,2,0.012121212
Mental Health,1,3400,334160,NATLGRID 508 UTICA ST,6,2011,3.5,0.021212121
Other,4,3400,334160,NATLGRID 508 UTICA ST,6,2011,3.5,0.021212121
Mental Health,1,3400,334170,NATLGRID 221 OLD CAMPION RD,6,2011,14,0.084848485
Other,4,3400,334170,NATLGRID 221 OLD CAMPION RD,6,2011,13.75,0.083333333
Mental Health,1,3400,334180,NATLGRID 3 EAST ST,6,2011,7,0.042424242
Other,4,3400,334180,NATLGRID 3 EAST ST,6,2011,4,0.024242424
Mental Health,1,3400,334190,NATLGRID 6559 NYSRTE 167,6,2011,2,0.012121212
Other,4,3400,334190,NATLGRID 6559 NYSRTE 167,6,2011,1,0.006060606
Mental Health,1,3400,334200,NATLGRID DITCH 5835 SUCCESS DR SIDE,6,2011,3.5,0.021212121
Other,4,3400,334200,NATLGRID DITCH 5835 SUCCESS DR SIDE,6,2011,4.5,0.027272727
Mental Health,1,3400,334210,NATLGRID CULVERT 5835 SUCCESS DR RT. 69 SIDE,6,2011,2,0.012121212
Other,4,3400,334210,NATLGRID CULVERT 5835 SUCCESS DR RT. 69 SIDE,6,2011,2,0.012121212
Mental Health,1,3400,334220,AUSTMOHA 2175 BEECHGROVE,6,2011,6,0.036363636
Other,4,3400,334220,AUSTMOHA 2175 BEECHGROVE,6,2011,6,0.036363636
Mental Health,1,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,6,2011,8.5,0.051515152
Other,4,3400,334230,GRANKITC 178 INDUSTRIAL PARK DR,6,2011,6,0.036363636
Mental Health,1,3400,334239,GRANKITC 178 INDUSTRIAL PARK DR ACTIVITIES,6,2011,3.5,0.021212121
Mental Health,1,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,6,2011,39,0.236363636
Other,4,3400,334240,NORTSAFE 232 INDUSTRIAL PARK DR,6,2011,32.5,0.196969697
Mental Health,1,3400,334250,HUMANTECH 2260 DWYER AVE,6,2011,39.25,0.237878788
Other,4,3400,334250,HUMANTECH 2260 DWYER AVE,6,2011,35.75,0.216666667
Mental Health,1,3400,334260,GWISPETE 1638 BENNETT ST,6,2011,3,0.018181818
Other,4,3400,334260,GWISPETE 1638 BENNETT ST,6,2011,3,0.018181818
