Qty,PartID,Description,Orders_Number
1,NGY1044,NXT Gyro Sensor,705936
1,NAC1040,NXT Accelerometer Sensor,705937
1,NMC1034,NXT Magnetic Compass Sensor,705938
1,NSX2020,HiTechnic Sensor Multiplexer,705938
1,NIL1046,NXT IRLink Sensor,705939
7,NSX2020,HiTechnic Sensor Multiplexer,705940
1,NGY1044,NXT Gyro Sensor,705941
2,NSK1042,NXT IRSeeker  V2,705942
1,NAC1040,NXT Accelerometer Sensor,705943
1,NCO1038,NXT Color Sensor V2,705944
3,NWS1000,NXT Extended Connector Cable Set,705945
1,FTCBCN,FTC IR Beacon Master,705946
1,NSK1042,NXT IRSeeker  V2,705946
3,NWS1000,NXT Extended Connector Cable Set,705946
4,NWS1000,NXT Extended Connector Cable Set,705947
1,NAC1040,NXT Accelerometer Sensor,705948
1,NMC1034,NXT Magnetic Compass Sensor,705949
1,NPS1055,NXT Solderless Prototype Sensor,705950
1,NAC1040,NXT Accelerometer Sensor,705951
1,NGY1044,NXT Gyro Sensor,705951
1,NIR1032,NXT IR Receiver,705951
1,NMC1034,NXT Magnetic Compass Sensor,705951
1,NPA1058,HiTechnic Experimenter's Kit A,705951
1,NAA1030,NXT Angle Sensor,705952
1,NCO1038,NXT Color Sensor V2,705952
1,NGY1044,NXT Gyro Sensor,705952
2,NMC1034,NXT Magnetic Compass Sensor,705952
1,NAC1040,NXT Accelerometer Sensor,705953
1,NAC1040,NXT Accelerometer Sensor,705954
1,NAC1040,NXT Accelerometer Sensor,705955
2,NAC1040,NXT Accelerometer Sensor,705956
2,NGY1044,NXT Gyro Sensor,705956
1,NCO1038,NXT Color Sensor V2,705957
1,NMC1034,NXT Magnetic Compass Sensor,705957
1,NPA1058,HiTechnic Experimenter's Kit A,705957
1,NEO1048,NXT EOPD Sensor,705958
1,FTCBCN,FTC IR Beacon Master,705959
1,NSK1042,NXT IRSeeker  V2,705959
1,NWS1000,NXT Extended Connector Cable Set,705960
4,NCO1038,NXT Color Sensor V2,705961
4,NGY1044,NXT Gyro Sensor,705961
2,NSK1042,NXT IRSeeker  V2,705962
3,NAC1040,NXT Accelerometer Sensor,705962
3,NMS1035,NXT Magnetic Sensor,705962
6,NWS1000,NXT Extended Connector Cable Set,705962
1,NAC1040,NXT Accelerometer Sensor,705963
1,NGY1044,NXT Gyro Sensor,705963
1,NMC1034,NXT Magnetic Compass Sensor,705963
1,NMS1035,NXT Magnetic Sensor,705963
1,NSK1042,NXT IRSeeker  V2,705963
1,NSX2020,HiTechnic Sensor Multiplexer,705963
1,NMS1035,NXT Magnetic Sensor,705964
1,FTCBCN,FTC IR Beacon Master,705965
1,NSK1042,NXT IRSeeker  V2,705965
1,NPA1058,HiTechnic Experimenter's Kit A,705966
1,NWS1000,NXT Extended Connector Cable Set,705967
1,NGY1044,NXT Gyro Sensor,705968
1,NIR1032,NXT IR Receiver,705968
1,NGY1044,NXT Gyro Sensor,705969
1,NAC1040,NXT Accelerometer Sensor,705970
1,NSK1042,NXT IRSeeker  V2,705971
1,NSX2020,HiTechnic Sensor Multiplexer,705971
1,NAC1040,NXT Accelerometer Sensor,705972
1,NGY1044,NXT Gyro Sensor,705972
1,NIR1032,NXT IR Receiver,705972
1,NMS1035,NXT Magnetic Sensor,705972
1,NAA1030,NXT Angle Sensor,705973
1,NIL1046,NXT IRLink Sensor,705973
1,NIR1032,NXT IR Receiver,705973
1,NSX2020,HiTechnic Sensor Multiplexer,705973
1,NAA1030,NXT Angle Sensor,705974
1,NGY1044,NXT Gyro Sensor,705974
1,NMS1035,NXT Magnetic Sensor,705974
1,NSX2020,HiTechnic Sensor Multiplexer,705974
2,NAC1040,NXT Accelerometer Sensor,705974
1,NGY1044,NXT Gyro Sensor,705975
1,NSX2020,HiTechnic Sensor Multiplexer,705975
2,NWS1000,NXT Extended Connector Cable Set,705975
1,NSX2020,HiTechnic Sensor Multiplexer,705976
1,NIL1046,NXT IRLink Sensor,705977
1,NPK1056,NXT Prototyping Sensor Kit,705977
1,NSX2020,HiTechnic Sensor Multiplexer,705978
2,NGY1044,NXT Gyro Sensor,705978
1,NAC1040,NXT Accelerometer Sensor,705979
1,NGY1044,NXT Gyro Sensor,705979
1,NIR1032,NXT IR Receiver,705979
1,NIR1032,NXT IR Receiver,705980
1,NAC1040,NXT Accelerometer Sensor,705981
1,NSX2020,HiTechnic Sensor Multiplexer,705981
2,NGY1044,NXT Gyro Sensor,705982
3,NSX2020,HiTechnic Sensor Multiplexer,705983
1,NGY1044,NXT Gyro Sensor,705984
1,NIR1032,NXT IR Receiver,705984
1,NWS1000,NXT Extended Connector Cable Set,705984
1,NAC1040,NXT Accelerometer Sensor,705985
1,NGY1044,NXT Gyro Sensor,705985
1,NIR1032,NXT IR Receiver,705985
2,NWS1000,NXT Extended Connector Cable Set,705985
1,NIR1032,NXT IR Receiver,705986
1,IRB1005,HiTechnic Infrared Electronic Ball,705987
1,NMS1035,NXT Magnetic Sensor,705987
1,NSK1042,NXT IRSeeker  V2,705987
1,NGY1044,NXT Gyro Sensor,705988
1,NIL1046,NXT IRLink Sensor,705988
1,NSX2020,HiTechnic Sensor Multiplexer,705988
1,NTX1060,NXT Touch Sensor Multiplexer,705988
6,NSK1042,NXT IRSeeker  V2,705989
1,IRB1005,HiTechnic Infrared Electronic Ball,705990
2,NMC1034,NXT Magnetic Compass Sensor,705990
2,NSK1042,NXT IRSeeker  V2,705990
2,NWS1000,NXT Extended Connector Cable Set,705990
2,NEO1048,NXT EOPD Sensor,705991
1,NAC1040,NXT Accelerometer Sensor,705992
1,NPS1055,NXT Solderless Prototype Sensor,705993
1,NSK1042,NXT IRSeeker  V2,705993
1,NSK1042,NXT IRSeeker  V2,705994
1,NGY1044,NXT Gyro Sensor,705995
1,NIR1032,NXT IR Receiver,705995
1,NGY1044,NXT Gyro Sensor,705996
1,NPA1058,HiTechnic Experimenter's Kit A,705996
4,NWS1000,NXT Extended Connector Cable Set,705996
1,NAC1040,NXT Accelerometer Sensor,705997
1,NGY1044,NXT Gyro Sensor,705997
1,NPS1055,NXT Solderless Prototype Sensor,705997
1,NSX2020,HiTechnic Sensor Multiplexer,705997
1,NGY1044,NXT Gyro Sensor,705998
1,NMS1035,NXT Magnetic Sensor,705998
1,NGY1044,NXT Gyro Sensor,705999
1,NIR1032,NXT IR Receiver,705999
1,NAC1040,NXT Accelerometer Sensor,706000
1,NAC1040,NXT Accelerometer Sensor,706001
1,NMS1035,NXT Magnetic Sensor,706001
1,NSX2020,HiTechnic Sensor Multiplexer,706001
1,NPA1058,HiTechnic Experimenter's Kit A,706002
1,NSK1042,NXT IRSeeker  V2,706003
2,NAA1030,NXT Angle Sensor,706003
2,NPT1051,NXT Prototype Solderable Extension,706003
1,NAC1040,NXT Accelerometer Sensor,706004
1,NGY1044,NXT Gyro Sensor,706004
1,NMC1034,NXT Magnetic Compass Sensor,706004
1,NPS1055,NXT Solderless Prototype Sensor,706004
1,NSK1042,NXT IRSeeker  V2,706005
2,FTCBCN,FTC IR Beacon Master,706005
2,NWS1000,NXT Extended Connector Cable Set,706005
1,NAC1040,NXT Accelerometer Sensor,706006
1,NGY1044,NXT Gyro Sensor,706006
1,NAC1040,NXT Accelerometer Sensor,706007
1,NGY1044,NXT Gyro Sensor,706007
1,NIR1032,NXT IR Receiver,706007
1,NPS1055,NXT Solderless Prototype Sensor,706008
1,NSK1042,NXT IRSeeker  V2,706008
1,NWS1000,NXT Extended Connector Cable Set,706008
1,NMS1035,NXT Magnetic Sensor,706009
1,NSX2020,HiTechnic Sensor Multiplexer,706010
1,IRB1005,HiTechnic Infrared Electronic Ball,706011
2,NMC1034,NXT Magnetic Compass Sensor,706011
1,NAC1040,NXT Accelerometer Sensor,706012
1,NIL1046,NXT IRLink Sensor,706012
1,NIR1032,NXT IR Receiver,706012
1,NSK1042,NXT IRSeeker  V2,706012
1,NAC1040,NXT Accelerometer Sensor,706013
1,NSX2020,HiTechnic Sensor Multiplexer,706013
2,NWS1000,NXT Extended Connector Cable Set,706013
1,NAC1040,NXT Accelerometer Sensor,706014
1,NGY1044,NXT Gyro Sensor,706014
1,NMC1034,NXT Magnetic Compass Sensor,706014
1,NWS1000,NXT Extended Connector Cable Set,706014
1,NPA1058,HiTechnic Experimenter's Kit A,706015
2,FTCBCN,FTC IR Beacon Master,706016
2,NWS1000,NXT Extended Connector Cable Set,706016
1,NMS1035,NXT Magnetic Sensor,706017
1,NAC1040,NXT Accelerometer Sensor,706018
1,NSX2020,HiTechnic Sensor Multiplexer,706018
2,NGY1044,NXT Gyro Sensor,706018
2,NSK1042,NXT IRSeeker  V2,706018
1,NAA1030,NXT Angle Sensor,706019
1,NEO1048,NXT EOPD Sensor,706019
1,NIR1032,NXT IR Receiver,706019
2,NWS1000,NXT Extended Connector Cable Set,706019
1,NGY1044,NXT Gyro Sensor,706021
1,NSX2020,HiTechnic Sensor Multiplexer,706021
2,NMC1034,NXT Magnetic Compass Sensor,706021
1,NAA1030,NXT Angle Sensor,706022
1,NEO1048,NXT EOPD Sensor,706022
1,NIR1032,NXT IR Receiver,706022
2,NWS1000,NXT Extended Connector Cable Set,706022
1,NGY1044,NXT Gyro Sensor,706023
1,NSK1042,NXT IRSeeker  V2,706023
1,NMC1034,NXT Magnetic Compass Sensor,706024
2,NSX2020,HiTechnic Sensor Multiplexer,706024
2,NAA1030,NXT Angle Sensor,706025
1,NGY1044,NXT Gyro Sensor,706026
1,IRB1005,HiTechnic Infrared Electronic Ball,706027
1,NIR1032,NXT IR Receiver,706027
1,NWS1000,NXT Extended Connector Cable Set,706027
2,NWS1000,NXT Extended Connector Cable Set,706028
1,NIR1032,NXT IR Receiver,706029
1,IRB1005,HiTechnic Infrared Electronic Ball,706030
1,NGY1044,NXT Gyro Sensor,706030
1,NSK1042,NXT IRSeeker  V2,706030
1,NAC1040,NXT Accelerometer Sensor,706031
1,NSX2020,HiTechnic Sensor Multiplexer,706032
1,NSX2020,HiTechnic Sensor Multiplexer,706033
3,NEO1048,NXT EOPD Sensor,706033
7,NWS1000,NXT Extended Connector Cable Set,706033
1,NWS1000,NXT Extended Connector Cable Set,706034
2,NSX2020,HiTechnic Sensor Multiplexer,706034
1,NIR1032,NXT IR Receiver,706035
1,NGY1044,NXT Gyro Sensor,706036
1,NAC1040,NXT Accelerometer Sensor,706037
1,NGY1044,NXT Gyro Sensor,706037
1,NIR1032,NXT IR Receiver,706037
1,NSK1042,NXT IRSeeker  V2,706038
1,NCO1038,NXT Color Sensor V2,706039
1,NEO1048,NXT EOPD Sensor,706040
1,NGY1044,NXT Gyro Sensor,706040
1,NMC1034,NXT Magnetic Compass Sensor,706040
1,NMS1035,NXT Magnetic Sensor,706040
1,NSX2020,HiTechnic Sensor Multiplexer,706040
1,NCO1038,NXT Color Sensor V2,706041
1,NSK1042,NXT IRSeeker  V2,706042
1,NWS1000,NXT Extended Connector Cable Set,706043
1,NAC1040,NXT Accelerometer Sensor,706044
1,NEO1048,NXT EOPD Sensor,706045
1,NMC1034,NXT Magnetic Compass Sensor,706045
1,NAC1040,NXT Accelerometer Sensor,706046
1,NGY1044,NXT Gyro Sensor,706046
1,NMC1034,NXT Magnetic Compass Sensor,706046
1,NSX2020,HiTechnic Sensor Multiplexer,706046
1,NWS1000,NXT Extended Connector Cable Set,706046
3,NWS1000,NXT Extended Connector Cable Set,706047
1,NSX2020,HiTechnic Sensor Multiplexer,706048
1,NTX1060,NXT Touch Sensor Multiplexer,706048
2,NWS1000,NXT Extended Connector Cable Set,706048
4,NMS1035,NXT Magnetic Sensor,706049
6,NSX2020,HiTechnic Sensor Multiplexer,706049
1,NIR1032,NXT IR Receiver,706050
1,NWS1000,NXT Extended Connector Cable Set,706050
1,NEO1048,NXT EOPD Sensor,706051
1,NIL1046,NXT IRLink Sensor,706051
1,NGY1044,NXT Gyro Sensor,706052
1,NMC1034,NXT Magnetic Compass Sensor,706052
1,FTCBCN,FTC IR Beacon Master,706053
1,NGY1044,NXT Gyro Sensor,706054
1,IRB1005,HiTechnic Infrared Electronic Ball,706055
2,NMC1034,NXT Magnetic Compass Sensor,706055
2,NSK1042,NXT IRSeeker  V2,706055
1,NCO1038,NXT Color Sensor V2,706056
1,NCO1038,NXT Color Sensor V2,706057
1,NMS1035,NXT Magnetic Sensor,706057
2,NTX1060,NXT Touch Sensor Multiplexer,706058
6,NWS1000,NXT Extended Connector Cable Set,706058
1,NCO1038,NXT Color Sensor V2,706059
1,NIR1032,NXT IR Receiver,706059
1,NSX2020,HiTechnic Sensor Multiplexer,706059
1,NMC1034,NXT Magnetic Compass Sensor,706060
1,NMS1035,NXT Magnetic Sensor,706060
1,NPS1055,NXT Solderless Prototype Sensor,706060
2,FTCBCN,FTC IR Beacon Master,706060
2,NSK1042,NXT IRSeeker  V2,706060
2,NTX1060,NXT Touch Sensor Multiplexer,706060
3,NWS1000,NXT Extended Connector Cable Set,706060
1,NGY1044,NXT Gyro Sensor,706061
1,NIR1032,NXT IR Receiver,706061
1,NIR1032,NXT IR Receiver,706062
1,NTX1060,NXT Touch Sensor Multiplexer,706063
1,NAC1040,NXT Accelerometer Sensor,706064
1,NGY1044,NXT Gyro Sensor,706064
1,NIR1032,NXT IR Receiver,706064
1,NSX2020,HiTechnic Sensor Multiplexer,706064
1,NWS1000,NXT Extended Connector Cable Set,706064
1,NEO1048,NXT EOPD Sensor,706065
1,NGY1044,NXT Gyro Sensor,706065
1,NPA1058,HiTechnic Experimenter's Kit A,706065
1,NGY1044,NXT Gyro Sensor,706066
1,NWS1000,NXT Extended Connector Cable Set,706067
1,NGY1044,NXT Gyro Sensor,706068
1,NIR1032,NXT IR Receiver,706068
1,IRB1005,HiTechnic Infrared Electronic Ball,706069
1,NGY1044,NXT Gyro Sensor,706069
1,NIR1032,NXT IR Receiver,706069
1,NSK1042,NXT IRSeeker  V2,706069
1,NGY1044,NXT Gyro Sensor,706070
1,NIR1032,NXT IR Receiver,706070
1,NGY1044,NXT Gyro Sensor,706071
1,NMS1035,NXT Magnetic Sensor,706071
1,NMS1035,NXT Magnetic Sensor,706072
1,NAA1030,NXT Angle Sensor,706073
5,NCO1038,NXT Color Sensor V2,706074
1,NGY1044,NXT Gyro Sensor,706075
1,NIR1032,NXT IR Receiver,706075
1,NMC1034,NXT Magnetic Compass Sensor,706076
1,NSK1042,NXT IRSeeker  V2,706077
1,NEO1048,NXT EOPD Sensor,706078
2,NPT1051,NXT Prototype Solderable Extension,706079
4,NWS1000,NXT Extended Connector Cable Set,706079
2,NIR1032,NXT IR Receiver,706080
2,NMS1035,NXT Magnetic Sensor,706080
1,NGY1044,NXT Gyro Sensor,706081
1,NSX2020,HiTechnic Sensor Multiplexer,706081
2,IRB1005,HiTechnic Infrared Electronic Ball,706082
1,IRB1005,HiTechnic Infrared Electronic Ball,706083
1,NAA1030,NXT Angle Sensor,706083
1,NMC1034,NXT Magnetic Compass Sensor,706083
1,NPA1058,HiTechnic Experimenter's Kit A,706083
1,NSK1042,NXT IRSeeker  V2,706083
1,NAC1040,NXT Accelerometer Sensor,706084
1,NGY1044,NXT Gyro Sensor,706084
1,NPA1058,HiTechnic Experimenter's Kit A,706084
1,NPT1051,NXT Prototype Solderable Extension,706084
1,NWS1000,NXT Extended Connector Cable Set,706084
1,NGY1044,NXT Gyro Sensor,706085
1,NMC1034,NXT Magnetic Compass Sensor,706086
1,NMS1035,NXT Magnetic Sensor,706086
1,NSX2020,HiTechnic Sensor Multiplexer,706086
2,NGY1044,NXT Gyro Sensor,706087
2,NSX2020,HiTechnic Sensor Multiplexer,706088
3,NWS1000,NXT Extended Connector Cable Set,706088
1,NAC1040,NXT Accelerometer Sensor,706089
1,NCO1038,NXT Color Sensor V2,706089
1,NEO1048,NXT EOPD Sensor,706089
1,NGY1044,NXT Gyro Sensor,706089
1,NIL1046,NXT IRLink Sensor,706089
1,NMS1035,NXT Magnetic Sensor,706089
1,NSK1042,NXT IRSeeker  V2,706089
2,NWS1000,NXT Extended Connector Cable Set,706089
3,NWS1000,NXT Extended Connector Cable Set,706090
1,NMS1035,NXT Magnetic Sensor,706091
1,IRB1005,HiTechnic Infrared Electronic Ball,706092
2,NAC1040,NXT Accelerometer Sensor,706092
2,NEO1048,NXT EOPD Sensor,706092
2,NGY1044,NXT Gyro Sensor,706092
2,NPA1058,HiTechnic Experimenter's Kit A,706092
2,NPK1056,NXT Prototyping Sensor Kit,706092
2,NPS1055,NXT Solderless Prototype Sensor,706092
2,NWS1000,NXT Extended Connector Cable Set,706092
1,NGY1044,NXT Gyro Sensor,706093
1,NGY1044,NXT Gyro Sensor,706094
1,NSK1042,NXT IRSeeker  V2,706095
1,NGY1044,NXT Gyro Sensor,706096
1,NIR1032,NXT IR Receiver,706096
1,NCO1038,NXT Color Sensor V2,706097
1,NPS1055,NXT Solderless Prototype Sensor,706097
1,NPT1051,NXT Prototype Solderable Extension,706097
1,NSK1042,NXT IRSeeker  V2,706097
2,NMS1035,NXT Magnetic Sensor,706098
5,NGY1044,NXT Gyro Sensor,706099
3,NGY1044,NXT Gyro Sensor,706100
3,NMC1034,NXT Magnetic Compass Sensor,706100
1,NGY1044,NXT Gyro Sensor,706101
13,NMC1034,NXT Magnetic Compass Sensor,706102
1,NAC1040,NXT Accelerometer Sensor,706103
1,NEO1048,NXT EOPD Sensor,706103
1,NGY1044,NXT Gyro Sensor,706103
1,FTCBCN,FTC IR Beacon Master,706104
1,NMS1035,NXT Magnetic Sensor,706104
1,NSK1042,NXT IRSeeker  V2,706104
1,NMC1034,NXT Magnetic Compass Sensor,706105
1,NSK1042,NXT IRSeeker  V2,706105
2,FTCBCN,FTC IR Beacon Master,706105
1,NAC1040,NXT Accelerometer Sensor,706106
1,NIR1032,NXT IR Receiver,706106
1,NMS1035,NXT Magnetic Sensor,706106
1,NPA1058,HiTechnic Experimenter's Kit A,706106
1,NSX2020,HiTechnic Sensor Multiplexer,706106
1,FTCBCN,FTC IR Beacon Master,706107
2,NWS1000,NXT Extended Connector Cable Set,706107
1,NAA1030,NXT Angle Sensor,706108
1,NGY1044,NXT Gyro Sensor,706108
1,NIR1032,NXT IR Receiver,706108
1,NSX2020,HiTechnic Sensor Multiplexer,706108
4,NWS1000,NXT Extended Connector Cable Set,706108
1,NCO1038,NXT Color Sensor V2,706109
1,NIL1046,NXT IRLink Sensor,706110
1,NGY1044,NXT Gyro Sensor,706111
1,NIR1032,NXT IR Receiver,706111
1,NAC1040,NXT Accelerometer Sensor,706112
2,NWS1000,NXT Extended Connector Cable Set,706113
2,NWS1000,NXT Extended Connector Cable Set,706114
1,NGY1044,NXT Gyro Sensor,706115
1,NIR1032,NXT IR Receiver,706115
1,NAC1040,NXT Accelerometer Sensor,706116
1,NMC1034,NXT Magnetic Compass Sensor,706116
1,NSX2020,HiTechnic Sensor Multiplexer,706116
1,NWS1000,NXT Extended Connector Cable Set,706116
2,NSK1042,NXT IRSeeker  V2,706117
1,NGY1044,NXT Gyro Sensor,706118
1,IRB1005,HiTechnic Infrared Electronic Ball,706119
2,NMC1034,NXT Magnetic Compass Sensor,706119
2,NSK1042,NXT IRSeeker  V2,706119
2,NTX1060,NXT Touch Sensor Multiplexer,706119
1,NGY1044,NXT Gyro Sensor,706120
1,NGY1044,NXT Gyro Sensor,706121
1,FTCBCN,FTC IR Beacon Master,706122
1,NGY1044,NXT Gyro Sensor,706122
1,NSK1042,NXT IRSeeker  V2,706122
1,NIL1046,NXT IRLink Sensor,706123
1,NMS1035,NXT Magnetic Sensor,706124
1,NSK1042,NXT IRSeeker  V2,706124
1,NSX2020,HiTechnic Sensor Multiplexer,706124
1,NTX1060,NXT Touch Sensor Multiplexer,706124
1,NWS1000,NXT Extended Connector Cable Set,706124
1,NMS1035,NXT Magnetic Sensor,706125
4,NIL1046,NXT IRLink Sensor,706126
1,NGY1044,NXT Gyro Sensor,706127
1,NGY1044,NXT Gyro Sensor,706128
1,NIR1032,NXT IR Receiver,706128
1,NAC1040,NXT Accelerometer Sensor,706129
1,NGY1044,NXT Gyro Sensor,706129
1,NMC1034,NXT Magnetic Compass Sensor,706129
2,NWS1000,NXT Extended Connector Cable Set,706129
10,NSX2020,HiTechnic Sensor Multiplexer,706130
2,FTCBCN,FTC IR Beacon Master,706131
1,FTCBCN,FTC IR Beacon Master,706132
1,IRB1005,HiTechnic Infrared Electronic Ball,706133
1,NPA1058,HiTechnic Experimenter's Kit A,706133
2,NAA1030,NXT Angle Sensor,706133
2,NAC1040,NXT Accelerometer Sensor,706133
2,NCO1038,NXT Color Sensor V2,706133
2,NEO1048,NXT EOPD Sensor,706133
2,NGY1044,NXT Gyro Sensor,706133
2,NIL1046,NXT IRLink Sensor,706133
2,NIR1032,NXT IR Receiver,706133
2,NMC1034,NXT Magnetic Compass Sensor,706133
2,NMS1035,NXT Magnetic Sensor,706133
2,NSK1042,NXT IRSeeker  V2,706133
2,NSX2020,HiTechnic Sensor Multiplexer,706133
2,NWS1000,NXT Extended Connector Cable Set,706133
1,NSK1042,NXT IRSeeker  V2,706134
1,NGY1044,NXT Gyro Sensor,706135
1,NAA1030,NXT Angle Sensor,706136
1,NAC1040,NXT Accelerometer Sensor,706136
1,NMC1034,NXT Magnetic Compass Sensor,706136
1,NMS1035,NXT Magnetic Sensor,706136
1,NSX2020,HiTechnic Sensor Multiplexer,706136
10,NGY1044,NXT Gyro Sensor,706136
1,NMS1035,NXT Magnetic Sensor,706137
1,NSX2020,HiTechnic Sensor Multiplexer,706137
1,NSX2020,HiTechnic Sensor Multiplexer,706138
1,NTX1060,NXT Touch Sensor Multiplexer,706138
1,NAC1040,NXT Accelerometer Sensor,706139
1,NGY1044,NXT Gyro Sensor,706139
1,NMC1034,NXT Magnetic Compass Sensor,706139
1,NMS1035,NXT Magnetic Sensor,706139
1,NPK1056,NXT Prototyping Sensor Kit,706139
1,NSX2020,HiTechnic Sensor Multiplexer,706139
1,NWS1000,NXT Extended Connector Cable Set,706139
1,FTCBCN,FTC IR Beacon Master,706140
1,NAA1030,NXT Angle Sensor,706140
1,NAC1040,NXT Accelerometer Sensor,706140
1,NPK1056,NXT Prototyping Sensor Kit,706140
1,NSX2020,HiTechnic Sensor Multiplexer,706140
1,NWS1000,NXT Extended Connector Cable Set,706140
1,NSK1042,NXT IRSeeker  V2,706141
1,NWS1000,NXT Extended Connector Cable Set,706141
2,NGY1044,NXT Gyro Sensor,706142
1,NWS1000,NXT Extended Connector Cable Set,706143
1,NWS1000,NXT Extended Connector Cable Set,706144
1,NAC1040,NXT Accelerometer Sensor,706145
1,NGY1044,NXT Gyro Sensor,706145
2,NWS1000,NXT Extended Connector Cable Set,706145
1,NWS1000,NXT Extended Connector Cable Set,706146
1,NGY1044,NXT Gyro Sensor,706147
4,NWS1000,NXT Extended Connector Cable Set,706148
1,NGY1044,NXT Gyro Sensor,706149
1,NMC1034,NXT Magnetic Compass Sensor,706150
3,NGY1044,NXT Gyro Sensor,706150
1,NAC1040,NXT Accelerometer Sensor,706151
1,NMC1034,NXT Magnetic Compass Sensor,706151
1,NSX2020,HiTechnic Sensor Multiplexer,706151
1,NMS1035,NXT Magnetic Sensor,706152
1,IRB1005,HiTechnic Infrared Electronic Ball,706153
1,NSK1042,NXT IRSeeker  V2,706153
6,NPK1056,NXT Prototyping Sensor Kit,706153
1,NAC1040,NXT Accelerometer Sensor,706154
1,NCO1038,NXT Color Sensor V2,706154
1,NPA1058,HiTechnic Experimenter's Kit A,706154
1,NCO1038,NXT Color Sensor V2,706155
1,NGY1044,NXT Gyro Sensor,706156
1,NIR1032,NXT IR Receiver,706157
1,NCO1038,NXT Color Sensor V2,706158
1,NGY1044,NXT Gyro Sensor,706159
1,NSX2020,HiTechnic Sensor Multiplexer,706159
1,NCO1038,NXT Color Sensor V2,706160
1,NWS1000,NXT Extended Connector Cable Set,706160
1,NAC1040,NXT Accelerometer Sensor,706161
1,NMC1034,NXT Magnetic Compass Sensor,706162
6,NSK1042,NXT IRSeeker  V2,706163
1,IRB1005,HiTechnic Infrared Electronic Ball,706164
3,NSK1042,NXT IRSeeker  V2,706164
10,NMS1035,NXT Magnetic Sensor,706164
1,NGY1044,NXT Gyro Sensor,706165
1,NIR1032,NXT IR Receiver,706165
1,NAC1040,NXT Accelerometer Sensor,706166
1,NAC1040,NXT Accelerometer Sensor,706167
1,NGY1044,NXT Gyro Sensor,706167
1,NAA1030,NXT Angle Sensor,706168
1,NMS1035,NXT Magnetic Sensor,706168
1,NPA1058,HiTechnic Experimenter's Kit A,706169
2,NSK1042,NXT IRSeeker  V2,706170
6,NMC1034,NXT Magnetic Compass Sensor,706170
1,NMC1034,NXT Magnetic Compass Sensor,706171
1,NWS1000,NXT Extended Connector Cable Set,706171
2,IRB1005,HiTechnic Infrared Electronic Ball,706172
2,NGY1044,NXT Gyro Sensor,706172
2,NSK1042,NXT IRSeeker  V2,706172
4,NAA1030,NXT Angle Sensor,706172
4,NSX2020,HiTechnic Sensor Multiplexer,706172
1,NCO1038,NXT Color Sensor V2,706173
1,NAC1040,NXT Accelerometer Sensor,706174
1,IRB1005,HiTechnic Infrared Electronic Ball,706175
1,NAA1030,NXT Angle Sensor,706175
1,NAC1040,NXT Accelerometer Sensor,706175
1,NCO1038,NXT Color Sensor V2,706175
1,NEO1048,NXT EOPD Sensor,706175
1,NGY1044,NXT Gyro Sensor,706175
1,NIL1046,NXT IRLink Sensor,706175
1,NIR1032,NXT IR Receiver,706175
1,NMC1034,NXT Magnetic Compass Sensor,706175
1,NMS1035,NXT Magnetic Sensor,706175
1,NPA1058,HiTechnic Experimenter's Kit A,706175
1,NPS1055,NXT Solderless Prototype Sensor,706175
1,NSK1042,NXT IRSeeker  V2,706175
1,NSX2020,HiTechnic Sensor Multiplexer,706175
1,NTX1060,NXT Touch Sensor Multiplexer,706175
1,NWS1000,NXT Extended Connector Cable Set,706175
1,NMS1035,NXT Magnetic Sensor,706176
1,NMC1034,NXT Magnetic Compass Sensor,706177
1,NSX2020,HiTechnic Sensor Multiplexer,706177
2,NSK1042,NXT IRSeeker  V2,706177
1,NPS1055,NXT Solderless Prototype Sensor,706178
1,NSX2020,HiTechnic Sensor Multiplexer,706178
1,NEO1048,NXT EOPD Sensor,706179
1,NSK1042,NXT IRSeeker  V2,706179
1,NIR1032,NXT IR Receiver,706180
2,NAA1030,NXT Angle Sensor,706181
1,FTCBCN,FTC IR Beacon Master,706182
1,NAA1030,NXT Angle Sensor,706183
1,NSX2020,HiTechnic Sensor Multiplexer,706183
2,NEO1048,NXT EOPD Sensor,706183
2,NGY1044,NXT Gyro Sensor,706183
2,NPT1051,NXT Prototype Solderable Extension,706183
3,NWS1000,NXT Extended Connector Cable Set,706183
1,NMS1035,NXT Magnetic Sensor,706184
1,NPS1055,NXT Solderless Prototype Sensor,706184
1,NGY1044,NXT Gyro Sensor,706185
1,NIR1032,NXT IR Receiver,706186
1,NSX2020,HiTechnic Sensor Multiplexer,706186
1,NSK1042,NXT IRSeeker  V2,706187
1,NAA1030,NXT Angle Sensor,706188
1,NCO1038,NXT Color Sensor V2,706188
1,NEO1048,NXT EOPD Sensor,706188
1,NIR1032,NXT IR Receiver,706188
1,NSX2020,HiTechnic Sensor Multiplexer,706188
1,NTX1060,NXT Touch Sensor Multiplexer,706188
2,NAC1040,NXT Accelerometer Sensor,706188
2,NPS1055,NXT Solderless Prototype Sensor,706188
2,NPT1051,NXT Prototype Solderable Extension,706188
2,NWS1000,NXT Extended Connector Cable Set,706188
4,NGY1044,NXT Gyro Sensor,706188
1,IRB1005,HiTechnic Infrared Electronic Ball,706189
1,NCO1038,NXT Color Sensor V2,706190
1,NGY1044,NXT Gyro Sensor,706190
2,NSX2020,HiTechnic Sensor Multiplexer,706191
